iso_code,continent,location,date,total_cases,new_cases
BRA,South America,Brazil,08/07/2020,3465627,2477
ZAF,Africa,South Africa,25/06/2020,3465627,0
GBR,Europe,United Kingdom,04/06/2020,3465627,0
AFG,Asia,Afghanistan,15/07/2020,3465753,126
ZAF,Africa,South Africa,12/06/2020,3466846,1093
BRA,South America,Brazil,15/07/2020,3466846,0
GBR,Europe,United Kingdom,21/08/2020,3510105,43259
ZAF,Africa,South Africa,03/05/2020,3510292,187
GBR,Europe,United Kingdom,17/04/2020,3510758,466
USA,North America,United States,09/05/2020,3510793,35
ZAF,Africa,South Africa,11/08/2020,3510808,15
GBR,Europe,United Kingdom,19/07/2020,3512291,1483
ZAF,Africa,South Africa,03/04/2020,3512340,49
USA,North America,United States,07/09/2020,3554404,42064
AFG,Asia,Afghanistan,21/03/2020,3572851,18447
AFG,Asia,Afghanistan,07/05/2020,3577048,4197
IND,Asia,India,06/04/2020,3577730,682
ZAF,Africa,South Africa,21/08/2020,3577843,113
USA,North America,United States,09/04/2020,3577843,0
GBR,Europe,United Kingdom,14/07/2020,3586815,8972
IND,Asia,India,27/04/2020,3586815,0
ZAF,Africa,South Africa,30/08/2020,3586815,0
IND,Asia,India,31/05/2020,3586815,0
ZAF,Africa,South Africa,28/06/2020,3587118,303
AFG,Asia,Afghanistan,21/04/2020,3587212,94
GBR,Europe,United Kingdom,18/08/2020,3587474,262
USA,North America,United States,23/03/2020,3588036,562
AFG,Asia,Afghanistan,26/07/2020,3588039,3
IND,Asia,India,21/03/2020,3605731,17692
BRA,South America,Brazil,05/09/2020,3605745,14
IND,Asia,India,30/04/2020,3619046,13301
BRA,South America,Brazil,04/08/2020,3619160,114
ZAF,Africa,South Africa,29/08/2020,3620710,1550
AFG,Asia,Afghanistan,30/08/2020,3621529,819
ZAF,Africa,South Africa,16/06/2020,3621543,14
USA,North America,United States,08/09/2020,3621709,166
GBR,Europe,United Kingdom,11/05/2020,3621921,212
BRA,South America,Brazil,23/05/2020,3622522,601
GBR,Europe,United Kingdom,03/07/2020,3622522,0
ZAF,Africa,South Africa,02/08/2020,3622738,216
AFG,Asia,Afghanistan,05/04/2020,3625589,2851
AFG,Asia,Afghanistan,07/03/2020,3625589,0
ZAF,Africa,South Africa,23/03/2020,3630558,4969
ZAF,Africa,South Africa,03/03/2020,3630634,76
AFG,Asia,Afghanistan,26/03/2020,3631573,939
USA,North America,United States,22/07/2020,3633243,1670
BRA,South America,Brazil,19/05/2020,3633270,27
GBR,Europe,United Kingdom,21/04/2020,3633329,59
IND,Asia,India,20/04/2020,3633364,35
ZAF,Africa,South Africa,10/07/2020,3633364,0
ZAF,Africa,South Africa,19/03/2020,3633442,78
AFG,Asia,Afghanistan,31/08/2020,3633614,172
GBR,Europe,United Kingdom,01/09/2020,3633873,259
GBR,Europe,United Kingdom,09/05/2020,3638812,4939
USA,North America,United States,17/06/2020,3638836,24
BRA,South America,Brazil,03/07/2020,3638836,0
USA,North America,United States,16/05/2020,3657437,18601
USA,North America,United States,16/08/2020,3739789,82352
GBR,Europe,United Kingdom,24/08/2020,3739800,11
BRA,South America,Brazil,26/07/2020,3742027,2227
BRA,South America,Brazil,07/03/2020,3742027,0
BRA,South America,Brazil,07/07/2020,3742047,20
AFG,Asia,Afghanistan,03/08/2020,3742120,73
BRA,South America,Brazil,16/03/2020,3742126,6
GBR,Europe,United Kingdom,17/05/2020,3742322,196
AFG,Asia,Afghanistan,09/06/2020,3742363,41
IND,Asia,India,17/03/2020,3745228,2865
ZAF,Africa,South Africa,17/08/2020,3746356,1128
USA,North America,United States,08/03/2020,3746411,55
BRA,South America,Brazil,27/05/2020,3756113,9702
IND,Asia,India,20/05/2020,3756267,154
BRA,South America,Brazil,13/06/2020,3760784,4517
USA,North America,United States,15/04/2020,3760941,157
GBR,Europe,United Kingdom,16/05/2020,3761113,172
GBR,Europe,United Kingdom,08/08/2020,3761238,125
USA,North America,United States,04/04/2020,3761900,662
IND,Asia,India,05/08/2020,3762300,400
AFG,Asia,Afghanistan,29/02/2020,3762305,5
ZAF,Africa,South Africa,23/07/2020,3762893,588
ZAF,Africa,South Africa,10/07/2020,4050042,287149
ZAF,Africa,South Africa,01/06/2020,4050082,40
AFG,Asia,Afghanistan,18/05/2020,4050082,0
BRA,South America,Brazil,23/04/2020,4050082,0
USA,North America,United States,24/03/2020,4050111,29
USA,North America,United States,03/05/2020,4051267,1156
AFG,Asia,Afghanistan,28/02/2020,4051320,53
IND,Asia,India,12/05/2020,4051353,33
ZAF,Africa,South Africa,26/08/2020,4051382,29
USA,North America,United States,06/04/2020,4051492,110
GBR,Europe,United Kingdom,21/08/2020,4051539,47
GBR,Europe,United Kingdom,10/05/2020,4051703,164
USA,North America,United States,29/02/2020,4076165,24462
ZAF,Africa,South Africa,25/02/2020,4076165,0
ZAF,Africa,South Africa,11/03/2020,4076253,88
ZAF,Africa,South Africa,21/05/2020,4076268,15
IND,Asia,India,06/03/2020,4077131,863
GBR,Europe,United Kingdom,13/08/2020,4108308,31177
IND,Asia,India,23/08/2020,4117298,8990
AFG,Asia,Afghanistan,11/05/2020,4117402,104
BRA,South America,Brazil,01/03/2020,4117694,292
ZAF,Africa,South Africa,01/08/2020,4117925,231
AFG,Asia,Afghanistan,29/07/2020,4126056,8131
BRA,South America,Brazil,15/08/2020,4126204,148
GBR,Europe,United Kingdom,06/05/2020,4126204,0
BRA,South America,Brazil,11/05/2020,4126247,43
BRA,South America,Brazil,22/08/2020,4126276,29
USA,North America,United States,19/03/2020,4133995,7719
BRA,South America,Brazil,16/04/2020,4134028,33
USA,North America,United States,29/07/2020,4134209,181
BRA,South America,Brazil,15/05/2020,4134282,73
USA,North America,United States,14/05/2020,4134547,265
GBR,Europe,United Kingdom,06/07/2020,4134644,97
GBR,Europe,United Kingdom,09/05/2020,4136084,1440
BRA,South America,Brazil,07/08/2020,4137475,1391
IND,Asia,India,26/02/2020,4187753,50278
GBR,Europe,United Kingdom,29/03/2020,4190574,2821
AFG,Asia,Afghanistan,24/08/2020,4190687,113
AFG,Asia,Afghanistan,10/04/2020,4227441,36754
USA,North America,United States,02/08/2020,4227732,291
IND,Asia,India,26/05/2020,4227973,241
ZAF,Africa,South Africa,03/07/2020,4298331,70358
USA,North America,United States,07/09/2020,4298520,189
BRA,South America,Brazil,22/04/2020,4298544,24
GBR,Europe,United Kingdom,29/05/2020,4298781,237
IND,Asia,India,12/03/2020,4298796,15
USA,North America,United States,28/06/2020,4299375,579
USA,North America,United States,10/05/2020,4300288,913
AFG,Asia,Afghanistan,29/04/2020,4300353,65
BRA,South America,Brazil,25/07/2020,4300409,56
USA,North America,United States,14/03/2020,4300506,97
AFG,Asia,Afghanistan,09/09/2020,4300530,24
IND,Asia,India,07/09/2020,4316818,16288
USA,North America,United States,29/07/2020,4317109,291
ZAF,Africa,South Africa,12/03/2020,4317146,37
ZAF,Africa,South Africa,05/05/2020,4317298,152
AFG,Asia,Afghanistan,27/07/2020,4317344,46
ZAF,Africa,South Africa,24/06/2020,4353032,35688
BRA,South America,Brazil,11/08/2020,4353038,6
GBR,Europe,United Kingdom,29/04/2020,4356025,2987
ZAF,Africa,South Africa,01/06/2020,4390724,34699
IND,Asia,India,20/03/2020,4407711,16987
USA,North America,United States,23/07/2020,4407746,35
AFG,Asia,Afghanistan,28/02/2020,4408183,437
USA,North America,United States,13/05/2020,4408807,624
GBR,Europe,United Kingdom,08/06/2020,4434665,25858
USA,North America,United States,05/03/2020,4456432,21767
USA,North America,United States,19/07/2020,4595191,138759
AFG,Asia,Afghanistan,12/07/2020,4596758,1567
GBR,Europe,United Kingdom,02/07/2020,4596871,113
IND,Asia,India,12/08/2020,4596904,33
AFG,Asia,Afghanistan,22/07/2020,4597111,207
GBR,Europe,United Kingdom,26/07/2020,4659903,62792
GBR,Europe,United Kingdom,27/03/2020,4660017,114
USA,North America,United States,18/03/2020,4661425,1408
BRA,South America,Brazil,07/09/2020,4662474,1049
BRA,South America,Brazil,21/07/2020,4694151,31677
IND,Asia,India,09/04/2020,4694151,0
USA,North America,United States,12/03/2020,4698210,4059
BRA,South America,Brazil,05/07/2020,4698370,160
AFG,Asia,Afghanistan,02/03/2020,4710610,12240
IND,Asia,India,18/05/2020,4712356,1746
USA,North America,United States,13/06/2020,4712356,0
ZAF,Africa,South Africa,20/04/2020,4712565,209
AFG,Asia,Afghanistan,28/02/2020,4714873,2308
BRA,South America,Brazil,07/03/2020,4720331,5458
BRA,South America,Brazil,16/05/2020,4720675,344
BRA,South America,Brazil,04/09/2020,4721269,594
BRA,South America,Brazil,06/08/2020,4721429,160
GBR,Europe,United Kingdom,23/05/2020,4721504,75
ZAF,Africa,South Africa,29/07/2020,4721655,151
IND,Asia,India,02/05/2020,4721693,38
IND,Asia,India,26/03/2020,4771068,49375
BRA,South America,Brazil,04/06/2020,4771319,251
IND,Asia,India,17/08/2020,4771346,27
ZAF,Africa,South Africa,02/07/2020,4771346,0
AFG,Asia,Afghanistan,02/05/2020,4771462,116
AFG,Asia,Afghanistan,20/08/2020,4771482,20
IND,Asia,India,04/08/2020,4772759,1277
BRA,South America,Brazil,15/07/2020,4773018,259
USA,North America,United States,05/05/2020,4804608,31590
ZAF,Africa,South Africa,13/06/2020,4804775,167
BRA,South America,Brazil,28/04/2020,4804793,18
GBR,Europe,United Kingdom,07/08/2020,4804865,72
USA,North America,United States,11/03/2020,4804935,70
ZAF,Africa,South Africa,13/05/2020,4805039,104
GBR,Europe,United Kingdom,14/08/2020,4805103,64
IND,Asia,India,01/07/2020,4805213,110
GBR,Europe,United Kingdom,26/02/2020,4805516,303
IND,Asia,India,29/06/2020,4806251,735
GBR,Europe,United Kingdom,30/06/2020,4806251,0
USA,North America,United States,03/05/2020,4806286,35
GBR,Europe,United Kingdom,15/04/2020,4806482,196
BRA,South America,Brazil,22/08/2020,4806914,432
IND,Asia,India,24/06/2020,4808407,1493
AFG,Asia,Afghanistan,26/02/2020,4808465,58
GBR,Europe,United Kingdom,27/05/2020,4808465,0
IND,Asia,India,10/04/2020,4808631,166
AFG,Asia,Afghanistan,08/05/2020,4809389,758
IND,Asia,India,24/05/2020,4809389,0
IND,Asia,India,19/05/2020,4824933,15544
AFG,Asia,Afghanistan,29/02/2020,4824948,15
AFG,Asia,Afghanistan,15/08/2020,4824981,33
USA,North America,United States,28/05/2020,4827801,2820
ZAF,Africa,South Africa,24/04/2020,4827806,5
GBR,Europe,United Kingdom,06/04/2020,4827806,0
GBR,Europe,United Kingdom,19/04/2020,4832728,4922
IND,Asia,India,08/09/2020,4832728,0
BRA,South America,Brazil,16/06/2020,4834672,1944
BRA,South America,Brazil,20/07/2020,4837009,2337
ZAF,Africa,South Africa,10/04/2020,4839538,2529
IND,Asia,India,23/08/2020,4839538,0
USA,North America,United States,10/08/2020,4839815,277
AFG,Asia,Afghanistan,04/09/2020,4840795,980
IND,Asia,India,25/03/2020,4841019,224
GBR,Europe,United Kingdom,04/06/2020,4848966,7947
BRA,South America,Brazil,27/04/2020,4849039,73
BRA,South America,Brazil,23/05/2020,4849210,171
BRA,South America,Brazil,24/05/2020,4934917,85707
USA,North America,United States,27/08/2020,4934935,18
GBR,Europe,United Kingdom,24/08/2020,4935130,195
USA,North America,United States,09/04/2020,4977161,42031
AFG,Asia,Afghanistan,12/06/2020,4977295,134
IND,Asia,India,28/05/2020,4986035,8740
IND,Asia,India,18/03/2020,4986964,929
BRA,South America,Brazil,22/05/2020,30292,43328
BRA,South America,Brazil,31/03/2020,30304,12
AFG,Asia,Afghanistan,10/08/2020,30548,244
USA,North America,United States,25/07/2020,33544,2996
ZAF,Africa,South Africa,23/03/2020,33558,14
ZAF,Africa,South Africa,31/07/2020,33558,0
ZAF,Africa,South Africa,09/06/2020,33564,6
GBR,Europe,United Kingdom,02/07/2020,33564,0
AFG,Asia,Afghanistan,12/07/2020,33599,35
IND,Asia,India,05/07/2020,33626,27
IND,Asia,India,30/08/2020,33801,175
USA,North America,United States,24/05/2020,61507,27706
AFG,Asia,Afghanistan,19/04/2020,61562,55
GBR,Europe,United Kingdom,11/05/2020,62310,748
AFG,Asia,Afghanistan,04/05/2020,88550,26240
AFG,Asia,Afghanistan,06/08/2020,90293,1743
USA,North America,United States,30/03/2020,90311,18
GBR,Europe,United Kingdom,07/05/2020,90311,0
ZAF,Africa,South Africa,23/03/2020,226401,136090
IND,Asia,India,13/05/2020,226450,49
BRA,South America,Brazil,07/08/2020,226773,323
ZAF,Africa,South Africa,04/06/2020,227577,804
GBR,Europe,United Kingdom,10/08/2020,230690,3113
IND,Asia,India,27/03/2020,230754,64
ZAF,Africa,South Africa,26/05/2020,230868,114
USA,North America,United States,14/06/2020,230874,6
GBR,Europe,United Kingdom,25/06/2020,261214,30340
GBR,Europe,United Kingdom,13/07/2020,265104,3890
IND,Asia,India,06/07/2020,265602,498
IND,Asia,India,04/09/2020,469516,203914
AFG,Asia,Afghanistan,02/03/2020,469521,5
AFG,Asia,Afghanistan,20/06/2020,469565,44
GBR,Europe,United Kingdom,02/09/2020,469947,382
BRA,South America,Brazil,03/03/2020,470189,242
USA,North America,United States,23/07/2020,548634,78445
IND,Asia,India,09/09/2020,548712,78
AFG,Asia,Afghanistan,15/03/2020,548720,8
USA,North America,United States,01/07/2020,549149,429
ZAF,Africa,South Africa,09/04/2020,549259,110
ZAF,Africa,South Africa,25/04/2020,568164,18905
GBR,Europe,United Kingdom,25/02/2020,568854,690
IND,Asia,India,06/06/2020,601834,32980
ZAF,Africa,South Africa,08/05/2020,604950,3116
IND,Asia,India,03/06/2020,604950,0
AFG,Asia,Afghanistan,13/08/2020,604993,43
ZAF,Africa,South Africa,21/05/2020,605016,23
BRA,South America,Brazil,30/06/2020,610180,5164
ZAF,Africa,South Africa,16/05/2020,610285,105
IND,Asia,India,28/02/2020,610594,309
BRA,South America,Brazil,26/05/2020,610612,18
USA,North America,United States,02/04/2020,610621,9
ZAF,Africa,South Africa,30/06/2020,614412,3791
IND,Asia,India,29/04/2020,614598,186
ZAF,Africa,South Africa,08/04/2020,670598,56000
ZAF,Africa,South Africa,08/05/2020,670787,189
IND,Asia,India,03/06/2020,670787,0
BRA,South America,Brazil,13/07/2020,674908,4121
AFG,Asia,Afghanistan,26/05/2020,675016,108
ZAF,Africa,South Africa,21/06/2020,675124,108
GBR,Europe,United Kingdom,26/03/2020,675224,100
USA,North America,United States,11/06/2020,675235,11
IND,Asia,India,06/04/2020,682261,7026
ZAF,Africa,South Africa,08/07/2020,682339,78
AFG,Asia,Afghanistan,07/05/2020,682671,332
IND,Asia,India,28/08/2020,684166,1495
ZAF,Africa,South Africa,11/07/2020,685328,1162
USA,North America,United States,28/07/2020,685363,35
GBR,Europe,United Kingdom,02/04/2020,685436,73
IND,Asia,India,20/03/2020,687045,1609
ZAF,Africa,South Africa,05/05/2020,687177,132
BRA,South America,Brazil,04/06/2020,687249,72
AFG,Asia,Afghanistan,20/03/2020,687249,0
GBR,Europe,United Kingdom,26/03/2020,718576,31327
IND,Asia,India,09/04/2020,718591,15
ZAF,Africa,South Africa,28/07/2020,718737,146
GBR,Europe,United Kingdom,07/07/2020,725516,6779
BRA,South America,Brazil,29/03/2020,726236,720
IND,Asia,India,04/09/2020,1013385,287149
GBR,Europe,United Kingdom,16/03/2020,1032569,19184
IND,Asia,India,22/07/2020,1032574,5
IND,Asia,India,24/06/2020,1032577,3
GBR,Europe,United Kingdom,26/02/2020,1032691,114
IND,Asia,India,09/04/2020,1032976,285
BRA,South America,Brazil,19/08/2020,1033099,123
GBR,Europe,United Kingdom,02/03/2020,1034384,1285
ZAF,Africa,South Africa,27/02/2020,1034650,266
GBR,Europe,United Kingdom,09/03/2020,1034650,0
BRA,South America,Brazil,07/04/2020,1036277,1627
BRA,South America,Brazil,08/08/2020,1037463,1186
BRA,South America,Brazil,22/06/2020,1038195,732
ZAF,Africa,South Africa,09/05/2020,1039719,1524
ZAF,Africa,South Africa,29/07/2020,1041208,1489
IND,Asia,India,31/08/2020,1041397,189
IND,Asia,India,03/08/2020,1041458,61
USA,North America,United States,26/07/2020,1044938,3480
IND,Asia,India,14/06/2020,1053607,8669
BRA,South America,Brazil,20/05/2020,1053659,52
USA,North America,United States,12/03/2020,1053799,140
BRA,South America,Brazil,01/09/2020,1305031,251232
AFG,Asia,Afghanistan,15/04/2020,1592180,287149
ZAF,Africa,South Africa,17/04/2020,1592265,85
GBR,Europe,United Kingdom,05/04/2020,1592265,0
AFG,Asia,Afghanistan,26/05/2020,1592268,3
ZAF,Africa,South Africa,23/08/2020,1592445,177
ZAF,Africa,South Africa,21/08/2020,1592641,196
BRA,South America,Brazil,13/07/2020,1592681,40
IND,Asia,India,26/03/2020,1594671,1990
GBR,Europe,United Kingdom,16/05/2020,1594706,35
IND,Asia,India,14/05/2020,1596416,1710
IND,Asia,India,29/04/2020,1597870,1454
GBR,Europe,United Kingdom,15/05/2020,1597870,0
GBR,Europe,United Kingdom,27/08/2020,1598791,921
AFG,Asia,Afghanistan,08/08/2020,1599077,286
BRA,South America,Brazil,27/07/2020,1599077,0
IND,Asia,India,11/05/2020,1599123,46
BRA,South America,Brazil,17/04/2020,1599210,87
BRA,South America,Brazil,10/09/2020,1601912,2702
USA,North America,United States,06/05/2020,1603138,1226
AFG,Asia,Afghanistan,12/08/2020,1613219,10081
IND,Asia,India,21/08/2020,1613219,0
ZAF,Africa,South Africa,08/03/2020,1613219,0
GBR,Europe,United Kingdom,08/07/2020,1615206,1987
GBR,Europe,United Kingdom,29/03/2020,1620942,5736
BRA,South America,Brazil,18/07/2020,1623404,2462
AFG,Asia,Afghanistan,24/08/2020,1646184,22780
AFG,Asia,Afghanistan,11/05/2020,1646217,33
IND,Asia,India,15/04/2020,1646257,40
IND,Asia,India,05/05/2020,1646272,15
BRA,South America,Brazil,18/08/2020,1646567,295
BRA,South America,Brazil,08/07/2020,1646616,49
BRA,South America,Brazil,06/08/2020,1646978,362
USA,North America,United States,29/04/2020,1647010,32
AFG,Asia,Afghanistan,14/05/2020,1647079,69
BRA,South America,Brazil,10/05/2020,1647154,75
AFG,Asia,Afghanistan,20/06/2020,1647154,0
ZAF,Africa,South Africa,10/08/2020,1647273,119
GBR,Europe,United Kingdom,06/05/2020,1649849,2576
GBR,Europe,United Kingdom,21/03/2020,1650277,428
AFG,Asia,Afghanistan,20/07/2020,1655019,4742
ZAF,Africa,South Africa,01/04/2020,1657149,2130
GBR,Europe,United Kingdom,12/07/2020,1658646,1497
GBR,Europe,United Kingdom,11/08/2020,1659421,775
GBR,Europe,United Kingdom,19/05/2020,1659421,0
IND,Asia,India,03/06/2020,1659607,186
ZAF,Africa,South Africa,19/08/2020,1663096,3489
IND,Asia,India,05/06/2020,1663300,204
AFG,Asia,Afghanistan,25/03/2020,1663410,110
AFG,Asia,Afghanistan,03/09/2020,1663442,32
USA,North America,United States,22/08/2020,1663725,283
IND,Asia,India,03/04/2020,1663790,65
AFG,Asia,Afghanistan,06/05/2020,1668887,5097
IND,Asia,India,08/08/2020,1669021,134
USA,North America,United States,10/07/2020,1669082,61
AFG,Asia,Afghanistan,29/07/2020,1669114,32
AFG,Asia,Afghanistan,09/08/2020,1669231,117
AFG,Asia,Afghanistan,30/07/2020,1669295,64
AFG,Asia,Afghanistan,02/07/2020,1670959,1664
BRA,South America,Brazil,15/05/2020,1671196,237
ZAF,Africa,South Africa,28/07/2020,1671934,738
ZAF,Africa,South Africa,16/08/2020,1671972,38
IND,Asia,India,26/03/2020,1675907,3935
IND,Asia,India,21/05/2020,1684387,8480
IND,Asia,India,04/06/2020,1684760,373
USA,North America,United States,22/05/2020,1684827,67
BRA,South America,Brazil,22/05/2020,1684827,0
IND,Asia,India,26/03/2020,1684926,99
IND,Asia,India,27/07/2020,1690423,5497
AFG,Asia,Afghanistan,17/04/2020,1690423,0
AFG,Asia,Afghanistan,29/05/2020,1690423,0
AFG,Asia,Afghanistan,25/08/2020,1703006,12583
IND,Asia,India,31/07/2020,1703021,15
AFG,Asia,Afghanistan,16/06/2020,1703178,157
IND,Asia,India,18/03/2020,1705973,2795
USA,North America,United States,04/08/2020,1842273,136300
USA,North America,United States,24/03/2020,1856033,13760
GBR,Europe,United Kingdom,30/05/2020,1856643,610
BRA,South America,Brazil,18/04/2020,1856648,5
AFG,Asia,Afghanistan,27/04/2020,1927000,70352
ZAF,Africa,South Africa,27/03/2020,1927120,120
AFG,Asia,Afghanistan,09/04/2020,1927120,0
BRA,South America,Brazil,27/03/2020,1961534,34414
BRA,South America,Brazil,06/09/2020,1961540,6
GBR,Europe,United Kingdom,02/09/2020,1961586,46
BRA,South America,Brazil,24/03/2020,1964113,2527
IND,Asia,India,12/05/2020,1965844,1731
AFG,Asia,Afghanistan,29/07/2020,1965876,32
BRA,South America,Brazil,31/08/2020,1986237,20361
IND,Asia,India,25/05/2020,1986263,26
BRA,South America,Brazil,29/05/2020,1986423,160
ZAF,Africa,South Africa,24/03/2020,1993359,6936
IND,Asia,India,08/06/2020,2038893,45534
USA,North America,United States,04/06/2020,2041544,2651
IND,Asia,India,12/07/2020,2041707,163
GBR,Europe,United Kingdom,30/04/2020,2042130,423
IND,Asia,India,15/07/2020,2051156,9026
BRA,South America,Brazil,04/03/2020,2051721,565
USA,North America,United States,19/05/2020,2076306,24585
USA,North America,United States,24/04/2020,2221279,144973
IND,Asia,India,17/03/2020,2221291,12
BRA,South America,Brazil,05/03/2020,2221340,49
USA,North America,United States,10/03/2020,2221364,24
ZAF,Africa,South Africa,12/04/2020,2221407,43
IND,Asia,India,12/06/2020,2222958,1551
