No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,PEG,P/S,P/B,Price,Volume,EPS (ttm),EPS growth next year,EPS growth next 5 years,Total Debt/Equity,Beta,Institutional Ownership,RSI
890,BIG,BIG Holdings Inc.,Technology,Internet Software,UK,996044.85,21.04,1.98,1.29,2.39,18.54,"69,463",-1.97,0.91%,28.51%,0.84,1.55,84.02%,64.54
891,BIH,BIH Corp.,Technology,Computer Hardware,China,819272.30,27.17,,0.87,2.17,25.99,"24,147",5.77,10.07%,2.27%,0.56,1.67,35.60%,73.06
892,BII,BII Holdings Inc.,Technology,Semiconductor,China,4200342.40,35.61,2.66,2.13,4.78,31.94,"69,736",1.64,39.39%,7.50%,0.39,0.93,37.01%,55.13
893,BIJ,BIJ Corp.,Technology,Software,China,15383074.79,23.14,1.61,4.78,5.61,11.36,"80,977",3.81,-3.53%,7.35%,0.45,1.29,81.03%,32.00
894,BIK,BIK Holdings Inc.,Technology,Internet Software,China,7367310.81,18.28,1.20,2.23,4.28,70.59,"125,290",2.93,-2.47%,-1.92%,0.15,1.54,3.71%,30.79
895,BIL,BIL Corp.,Technology,Computer Hardware,Chile,449977.85,30.26,1.07,2.43,1.10,29.31,"8,585",2.91,24.46%,-7.66%,0.52,0.71,45.79%,59.58
896,BIM,BIM Holdings Inc.,Technology,Semiconductor,Chile,113792.73,21.60,11.66,4.62,2.52,10.75,"166,424",6.66,-5.45%,14.35%,0.88,0.93,30.41%,51.82
897,BIN,BIN Holdings Inc.,Technology,Software,Chile,52087420.58,,1.45,2.40,2.56,84.68,"102,305",2.38,21.21%,29.37%,0.31,0.87,21.73%,52.89
898,BIO,BIO Corp.,Technology,Internet Software,Switzerland,31598.26,28.83,3.73,1.05,,4.21,"114,843",4.66,-0.26%,3.58%,0.60,0.94,56.33%,64.25
899,BIP,BIP Corp.,Technology,Computer Hardware,Switzerland,59803932.80,,1.57,6.06,2.00,39.09,"109,183",-0.81,-5.56%,-11.98%,0.31,1.41,54.58%,51.43
900,BIQ,BIQ Corp.,Technology,Semiconductor,USA,359671.81,46.05,,2.65,3.49,26.01,"28,056",8.19,0.23%,4.61%,3.49,1.17,69.60%,87.23
901,BIR,BIR Corp.,Technology,Software,USA,1343266.88,23.97,1.70,,1.84,15.65,"16,216",3.62,19.45%,14.43%,0.51,0.98,38.09%,49.62
902,BIS,BIS Holdings Inc.,Technology,Internet Software,USA,58865137.60,11.80,1.33,0.82,1.94,44.28,"115,938",5.73,30.22%,-0.65%,0.27,0.64,42.94%,49.26
903,BIT,BIT Holdings Inc.,Technology,Computer Hardware,USA,2752376.13,17.78,4.62,1.30,2.76,11.71,"5,674",8.45,12.21%,4.32%,0.48,2.18,40.78%,51.11
904,BIU,BIU Holdings Inc.,Technology,Semiconductor,USA,30723126.08,17.69,,2.19,6.12,45.75,"32,088",5.05,6.66%,-0.84%,0.13,0.15,39.72%,49.10
905,BIV,BIV Corp.,Technology,Software,USA,13559704.92,70.91,1.15,0.96,2.62,61.02,"37,870",2.51,13.35%,2.10%,0.36,0.98,16.67%,51.59
906,BIW,BIW Corp.,Technology,Internet Software,USA,2594757.81,19.40,1.62,0.87,3.14,7.15,"1,527,645",10.70,-25.95%,17.65%,0.58,1.19,25.83%,50.63
907,BIX,BIX Corp.,Technology,Computer Hardware,USA,9250070.65,4.87,,1.91,0.73,59.79,"135,924",-2.97,21.65%,1.94%,0.29,1.03,37.97%,71.92
908,BIY,BIY Corp.,Technology,Semiconductor,USA,7308895.73,63.85,2.44,2.73,3.15,26.33,"15,978",1.30,3.94%,-6.08%,0.55,1.15,56.97%,37.79
909,BIZ,BIZ Holdings Inc.,Technology,Software,USA,26739172.31,18.50,0.55,5.45,2.10,40.87,"41,798",0.37,17.74%,18.36%,0.41,1.64,24.11%,44.81
910,BJA,BJA Holdings Inc.,Technology,Internet Software,USA,13502483.76,22.18,,1.93,2.28,34.89,"14,889",4.88,-7.16%,6.49%,1.12,0.89,38.23%,29.59
911,BJB,BJB Holdings Inc.,Technology,Computer Hardware,USA,13632699.16,45.40,5.47,3.29,3.62,13.23,"289,826",0.82,-8.84%,8.16%,0.23,1.11,19.86%,44.56
912,BJC,BJC Corp.,Technology,Semiconductor,USA,7109345.84,13.29,0.71,3.86,0.82,22.21,"293,110",-0.92,-1.90%,13.89%,0.10,1.79,40.74%,58.18
913,BJD,BJD Corp.,Technology,Software,USA,2930551.96,15.11,2.44,,5.09,79.22,"276,085",4.81,7.28%,8.75%,0.17,1.40,45.76%,44.80
914,BJE,BJE Corp.,Technology,Internet Software,USA,1118225.66,16.76,3.21,1.05,2.86,12.33,"300,362",0.74,-0.12%,-1.86%,0.77,0.75,66.00%,49.77
915,BJF,BJF Corp.,Technology,Computer Hardware,USA,23292411.88,47.82,0.58,3.89,4.39,22.76,"28,911",6.05,3.41%,18.78%,0.66,0.61,62.80%,37.94
916,BJG,BJG Corp.,Technology,Semiconductor,USA,363246.61,24.72,,2.99,2.72,8.64,"207,895",8.67,45.41%,27.19%,0.77,0.90,22.33%,33.88
917,BJH,BJH Holdings Inc.,Technology,Software,USA,19773707.34,19.29,,1.28,,54.71,"653,700",1.62,17.44%,-9.39%,0.18,0.75,61.65%,56.43
918,BJI,BJI Corp.,Technology,Internet Software,USA,20532707.17,24.99,2.17,0.57,2.04,59.16,"16,187",0.57,36.67%,-4.89%,0.85,0.42,57.55%,51.05
919,BJJ,BJJ Holdings Inc.,Technology,Computer Hardware,USA,777663.64,25.56,0.84,4.10,1.67,28.40,"29,260",5.37,25.87%,1.03%,0.26,1.30,23.84%,37.96
920,BJK,BJK Corp.,Technology,Semiconductor,USA,1331405.07,7.57,0.91,,1.05,20.97,"158,596",2.24,12.80%,-0.41%,2.50,0.81,23.51%,54.95
921,BJL,BJL Holdings Inc.,Technology,Software,USA,122901.18,15.74,3.21,1.81,0.99,15.76,"156,391",7.88,3.79%,6.99%,0.36,1.00,24.89%,50.78
922,BJM,BJM Holdings Inc.,Technology,Internet Software,USA,2021949.20,22.69,0.78,0.68,,43.20,"42,494",0.10,8.99%,5.81%,0.62,1.45,57.61%,55.24
923,BJN,BJN Corp.,Technology,Computer Hardware,USA,30050001.02,,1.75,1.19,2.68,28.10,"48,801",0.55,11.76%,7.13%,0.66,1.02,15.04%,28.22
924,BJO,BJO Corp.,Technology,Semiconductor,USA,6741643.22,33.86,1.83,,1.43,22.77,"87,819",6.78,-1.72%,12.52%,1.42,0.67,61.61%,42.87
925,BJP,BJP Corp.,Technology,Software,USA,4062995.21,,0.91,2.76,1.25,58.62,"242,721",8.61,0.24%,13.67%,0.79,0.31,53.14%,50.61
926,BJQ,BJQ Holdings Inc.,Technology,Internet Software,USA,141850.69,9.71,2.42,2.76,1.12,19.72,"29,884",1.79,15.09%,0.58%,0.59,1.13,35.41%,85.69
927,BJR,BJR Corp.,Technology,Computer Hardware,USA,2677834.16,24.37,0.49,2.65,,43.76,"24,936",8.95,19.85%,15.37%,1.03,1.91,14.09%,78.28
928,BJS,BJS Corp.,Technology,Semiconductor,USA,2451131.91,17.07,2.27,11.44,1.64,29.01,"215,923",5.75,10.06%,-0.29%,0.99,1.13,49.99%,48.96
929,BJT,BJT Corp.,Technology,Software,USA,655389.47,21.50,0.90,4.40,1.13,10.89,"1,700,273",1.28,12.34%,8.64%,0.35,1.99,6.57%,83.61
930,BJU,BJU Corp.,Technology,Internet Software,USA,11214964.00,29.03,1.89,3.90,2.06,72.51,"64,771",-3.64,17.84%,31.50%,0.23,1.01,69.50%,56.38
931,BJV,BJV Holdings Inc.,Technology,Computer Hardware,USA,135822.15,21.22,,6.87,1.73,11.54,"15,921",0.22,5.99%,2.93%,0.16,0.64,5.40%,57.37
932,BJW,BJW Corp.,Technology,Semiconductor,USA,887834.71,11.39,9.13,4.63,,29.19,"8,381",-2.34,10.20%,10.78%,0.29,0.81,94.11%,45.52
933,BJX,BJX Holdings Inc.,Technology,Software,USA,32042107.32,26.17,2.55,9.01,1.14,15.05,"205,555",1.66,10.43%,5.07%,0.32,0.56,57.75%,35.80
934,BJY,BJY Corp.,Technology,Internet Software,USA,4365867.45,15.20,3.13,1.74,6.37,14.74,"37,829",4.92,33.17%,4.90%,0.73,0.61,36.47%,53.67
935,BJZ,BJZ Holdings Inc.,Technology,Computer Hardware,USA,2094041.70,23.45,3.62,2.66,1.76,21.06,"424,844",2.00,-6.51%,18.25%,0.51,1.56,59.77%,65.98
936,BKA,BKA Holdings Inc.,Technology,Semiconductor,USA,6858129.61,19.89,0.93,3.63,1.66,19.00,"244,338",-2.39,0.45%,1.21%,1.13,1.12,58.40%,26.94
937,BKB,BKB Holdings Inc.,Technology,Software,USA,992615.36,30.36,2.30,3.50,3.36,9.64,"48,063",-1.72,6.95%,-0.06%,0.37,1.10,18.39%,48.31
938,BKC,BKC Holdings Inc.,Technology,Internet Software,USA,44705103.06,18.66,1.26,1.51,,77.59,"503,592",-1.88,30.76%,19.54%,1.50,1.23,4.66%,75.59
939,BKD,BKD Corp.,Technology,Computer Hardware,USA,3115727.29,18.53,4.98,1.61,2.43,55.25,"43,833",6.76,21.35%,5.96%,0.41,1.33,34.24%,47.46
940,BKE,BKE Corp.,Technology,Semiconductor,USA,30194054.38,47.93,3.28,2.71,2.09,47.65,"34,621",3.16,22.60%,25.69%,0.23,0.58,25.34%,31.00
941,BKF,BKF Holdings Inc.,Technology,Software,USA,10812051.51,26.57,,3.17,2.23,31.11,"95,751",6.10,-7.32%,14.79%,0.35,1.63,11.54%,59.08
942,BKG,BKG Holdings Inc.,Technology,Internet Software,USA,5830527.29,15.89,1.79,1.76,1.02,70.26,"258,537",5.96,-6.83%,6.42%,0.73,0.99,15.75%,37.66
943,BKH,BKH Holdings Inc.,Technology,Computer Hardware,USA,174630646.36,,1.55,2.89,1.22,16.41,"17,127",5.86,19.46%,12.64%,0.36,1.31,20.64%,54.73
944,BKI,BKI Corp.,Technology,Semiconductor,USA,1251926.99,20.69,3.18,4.43,0.36,9.46,"10,680",9.59,15.80%,22.10%,1.94,0.68,12.02%,66.90
945,BKJ,BKJ Holdings Inc.,Technology,Software,USA,4117581.90,20.27,1.52,1.48,,48.32,"36,288",2.37,0.97%,1.67%,0.16,1.58,36.09%,47.56
946,BKK,BKK Corp.,Technology,Internet Software,USA,352211.11,10.98,2.09,2.16,2.68,20.58,"34,585",4.35,9.36%,-12.08%,0.16,1.92,31.44%,12.08
947,BKL,BKL Corp.,Technology,Computer Hardware,USA,28920750.22,20.11,1.09,5.26,1.43,123.04,"152,950",0.41,1.58%,17.77%,0.18,1.36,53.88%,67.47
948,BKM,BKM Corp.,Technology,Semiconductor,USA,2052096.36,28.11,2.61,1.19,7.84,19.79,"5,563",-0.89,6.05%,-8.16%,0.74,0.97,34.71%,71.06
949,BKN,BKN Corp.,Technology,Software,USA,346988.51,,1.89,1.91,2.61,4.34,"328,644",-1.80,8.49%,-1.16%,0.77,1.06,10.59%,63.18
950,BKO,BKO Corp.,Technology,Internet Software,USA,4781268.73,26.42,1.91,0.68,3.90,30.44,"13,723",0.91,2.28%,2.31%,0.24,0.76,13.26%,55.32
951,BKP,BKP Corp.,Technology,Computer Hardware,USA,14432692.04,20.29,5.86,1.62,9.99,29.38,"50,699",4.47,-17.26%,-12.12%,0.36,1.62,38.42%,77.77
952,BKQ,BKQ Corp.,Technology,Semiconductor,USA,8425235.07,35.09,2.28,3.71,2.42,24.10,"8,502",-2.93,12.15%,18.62%,0.45,1.11,18.89%,48.28
953,BKR,BKR Holdings Inc.,Technology,Software,USA,420794.36,15.25,1.91,,4.70,4.33,"587,085",-1.68,1.77%,10.08%,1.17,1.10,37.21%,57.66
954,BKS,BKS Holdings Inc.,Technology,Internet Software,USA,12661564.48,26.23,3.17,15.47,4.54,42.44,"234,439",9.69,5.00%,10.52%,0.28,1.75,38.57%,27.82
955,BKT,BKT Holdings Inc.,Technology,Computer Hardware,USA,19865852.04,,1.93,2.15,2.64,22.96,"105,324",-0.59,24.24%,2.33%,0.46,0.89,53.19%,37.84
956,BKU,BKU Corp.,Technology,Semiconductor,USA,559273.77,31.46,3.01,2.62,3.04,6.46,"77,586",-0.42,11.94%,9.34%,2.15,1.46,38.18%,51.63
957,BKV,BKV Corp.,Technology,Software,USA,31038962.76,7.48,2.21,0.74,1.41,28.78,"4,935",5.26,6.47%,11.35%,0.60,0.49,33.50%,50.76
958,BKW,BKW Corp.,Technology,Internet Software,USA,28334465.13,50.74,2.79,2.58,1.49,12.33,"76,397",0.00,-3.86%,-6.30%,0.29,1.10,8.89%,47.49
959,BKX,BKX Corp.,Technology,Computer Hardware,USA,126046078.92,16.67,3.44,1.75,,59.14,"13,682",5.03,24.71%,0.02%,0.64,1.34,49.69%,41.35
960,BKY,BKY Holdings Inc.,Technology,Semiconductor,USA,5833233.03,23.48,1.25,2.32,4.61,32.23,"157,889",0.14,35.56%,2.87%,0.17,1.44,32.10%,27.23
961,BKZ,BKZ Holdings Inc.,Technology,Software,USA,1925444.99,,,1.58,,34.29,"61,724",10.06,-15.48%,-1.21%,0.82,2.03,24.18%,24.46
962,BLA,BLA Corp.,Technology,Internet Software,USA,47121887.11,36.47,1.15,0.77,0.85,14.51,"49,776",2.71,-12.12%,-4.04%,0.71,1.10,26.81%,85.16
963,BLB,BLB Corp.,Technology,Computer Hardware,USA,13177181.79,11.53,1.27,0.81,2.09,81.46,"2,660",1.11,9.23%,15.19%,0.61,1.12,60.95%,47.10
964,BLC,BLC Corp.,Technology,Semiconductor,USA,3832963.60,16.53,1.87,4.67,0.85,54.72,"730,833",0.25,-2.60%,13.60%,0.51,0.53,29.91%,71.79
965,BLD,BLD Corp.,Technology,Software,USA,1857484.64,65.46,7.56,3.75,2.51,17.48,"866,125",7.94,-3.54%,-0.17%,0.47,1.42,27.60%,33.58
966,BLE,BLE Corp.,Technology,Internet Software,USA,4489839.79,42.81,0.43,1.70,8.87,25.55,"21,614",3.36,16.19%,-1.19%,0.43,1.02,63.35%,87.34
967,BLF,BLF Holdings Inc.,Technology,Computer Hardware,USA,10306338.44,7.01,,4.80,6.00,9.04,"71,599",6.43,18.14%,8.71%,0.13,1.48,27.84%,58.20
968,BLG,BLG Holdings Inc.,Technology,Semiconductor,USA,595146.79,34.43,2.64,2.04,10.61,17.09,"94,745",2.44,-3.82%,7.95%,0.35,0.44,11.50%,51.01
969,BLH,BLH Corp.,Technology,Software,USA,2789155.80,39.05,2.57,2.39,1.67,53.32,"444,822",-1.55,11.53%,13.73%,0.27,0.79,11.69%,82.01
970,BLI,BLI Corp.,Technology,Internet Software,USA,14417920.48,8.64,1.47,0.53,,29.32,"1,073,524",-0.76,18.50%,2.23%,0.22,1.26,58.90%,61.99
971,BLJ,BLJ Holdings Inc.,Technology,Computer Hardware,USA,127839.96,15.04,2.42,4.31,2.92,26.15,"14,919",3.89,11.19%,-4.13%,0.68,0.88,38.29%,52.34
972,BLK,BLK Holdings Inc.,Technology,Semiconductor,USA,6393161.50,29.87,1.31,2.07,1.41,103.82,"14,036",4.73,18.83%,26.90%,0.50,1.36,18.64%,65.93
973,BLL,BLL Holdings Inc.,Technology,Software,USA,3947168.64,32.58,,4.32,3.35,16.47,"502,983",-1.13,-1.53%,32.40%,0.41,1.60,20.36%,33.00
974,BLM,BLM Holdings Inc.,Technology,Internet Software,USA,31530687.81,9.03,2.28,3.73,1.99,101.23,"13,795",5.64,34.87%,8.27%,0.43,1.23,56.88%,73.53
975,BLN,BLN Corp.,Technology,Computer Hardware,USA,4597653.48,74.32,2.04,2.44,1.93,25.90,"255,325",8.40,-4.51%,9.09%,0.40,0.86,62.22%,32.89
976,BLO,BLO Holdings Inc.,Technology,Semiconductor,USA,1257561.78,9.52,1.78,1.60,6.63,69.76,"761,623",1.27,-1.71%,36.56%,0.25,0.38,43.64%,39.84
977,BLP,BLP Holdings Inc.,Technology,Software,USA,4356971.04,28.18,1.31,1.30,3.45,36.70,"51,557",2.84,-4.32%,18.18%,0.89,1.09,25.76%,26.97
978,BLQ,BLQ Holdings Inc.,Technology,Internet Software,Canada,10432740.16,15.98,1.83,3.71,0.52,34.41,"64,837",-2.15,-2.56%,8.61%,2.48,1.24,61.44%,59.02
979,BLR,BLR Holdings Inc.,Technology,Computer Hardware,Canada,883795.90,7.70,1.12,6.56,4.12,8.27,"22,952",6.41,1.61%,-7.73%,0.61,0.84,30.30%,59.86
980,BLS,BLS Corp.,Technology,Semiconductor,Canada,68676793.62,33.88,1.80,10.82,10.38,103.40,"517,666",3.43,-1.55%,0.95%,0.60,1.14,10.10%,48.49
981,BLT,BLT Corp.,Technology,Software,Canada,3047872.70,11.66,0.90,2.25,0.62,14.73,"207,929",7.69,23.59%,2.89%,0.26,0.96,37.16%,52.99
982,BLU,BLU Holdings Inc.,Technology,Internet Software,Canada,1087646.26,14.87,2.92,1.94,3.82,21.69,"132,870",5.29,0.90%,18.55%,1.60,1.75,66.33%,71.64
983,BLV,BLV Holdings Inc.,Technology,Computer Hardware,Canada,1269704.85,17.77,1.78,1.86,0.71,53.44,"78,117",2.95,25.42%,-15.79%,0.38,0.88,18.45%,49.55
984,BLW,BLW Holdings Inc.,Technology,Semiconductor,Canada,452282.30,9.49,1.41,0.69,2.42,5.89,"77,352",9.58,-31.54%,-2.17%,0.50,1.09,33.97%,39.32
985,BLX,BLX Holdings Inc.,Technology,Software,Canada,6322327.78,15.99,3.09,2.06,,13.85,"12,256",1.96,35.72%,16.32%,0.80,0.31,46.05%,35.10
986,BLY,BLY Corp.,Technology,Internet Software,UK,2189727.67,16.65,2.49,2.20,0.75,25.15,"11,330",2.49,19.49%,20.20%,0.11,1.37,60.43%,35.03
987,BLZ,BLZ Corp.,Technology,Computer Hardware,UK,448178.04,,0.80,4.51,1.55,12.57,"21,918",-1.08,10.98%,1.56%,0.38,1.17,55.67%,67.84
988,BMA,BMA Corp.,Technology,Semiconductor,UK,10375006.05,27.65,3.63,0.72,1.34,13.69,"405,324",2.82,17.96%,11.02%,0.78,0.80,10.31%,28.85
989,BMB,BMB Holdings Inc.,Technology,Software,UK,7076881.69,9.21,0.89,2.45,,23.79,"36,473",1.36,24.73%,-3.12%,1.55,0.57,57.52%,57.42
990,BMC,BMC Holdings Inc.,Technology,Internet Software,UK,10222184.84,40.70,0.85,5.36,5.51,27.86,"222,657",-0.28,55.71%,6.60%,0.59,1.92,59.93%,47.22
991,BMD,BMD Holdings Inc.,Technology,Computer Hardware,China,2367234.34,14.44,2.37,2.72,,19.85,"28,920",4.47,37.93%,17.84%,0.32,0.56,17.26%,54.92
992,BME,BME Corp.,Technology,Semiconductor,China,2663609.30,,3.08,1.59,3.74,22.08,"55,658",2.57,-6.48%,0.84%,4.32,0.60,16.33%,62.72
993,BMF,BMF Holdings Inc.,Technology,Software,China,4976598.32,15.65,1.37,3.10,1.72,67.09,"1,225,242",-0.22,16.44%,2.50%,1.28,2.11,37.28%,69.44
994,BMG,BMG Holdings Inc.,Technology,Internet Software,China,1159885.65,11.79,,2.14,2.85,12.84,"13,220",-3.39,1.95%,0.52%,1.07,0.86,43.99%,60.01
995,BMH,BMH Corp.,Technology,Computer Hardware,Chile,507728.55,37.47,,3.95,2.16,20.55,"181,982",-1.24,-18.46%,12.42%,0.56,0.79,8.51%,61.91
996,BMI,BMI Holdings Inc.,Technology,Semiconductor,Chile,3951955.72,23.92,2.18,2.13,,10.76,"78,313",4.61,30.90%,6.80%,0.23,1.19,28.89%,68.36
997,BMJ,BMJ Corp.,Technology,Software,Chile,2082020.07,8.18,1.00,2.33,2.19,41.05,"17,520",-0.75,-6.89%,18.09%,0.56,1.34,67.10%,45.72
998,BMK,BMK Holdings Inc.,Technology,Internet Software,Switzerland,3096685.30,38.11,,2.00,4.72,20.43,"8,178",5.00,-8.77%,-9.51%,0.50,0.75,32.54%,53.00
999,BML,BML Holdings Inc.,Technology,Computer Hardware,Switzerland,1397391.12,43.93,5.12,1.76,0.82,54.25,"643,870",-0.43,8.82%,24.39%,0.50,0.58,15.04%,43.86
1000,BMM,BMM Holdings Inc.,Technology,Semiconductor,USA,147509540.35,56.83,1.39,2.23,7.99,160.91,"68,247",-3.17,0.02%,-13.22%,1.35,1.65,68.65%,57.44
1001,BMN,BMN Holdings Inc.,Technology,Software,USA,1224794.45,,2.01,1.87,2.31,16.45,"10,471",1.69,10.53%,21.01%,0.33,1.32,36.92%,80.47
1002,BMO,BMO Holdings Inc.,Technology,Internet Software,USA,9694295.26,17.34,2.63,0.51,3.86,54.19,"47,065",-2.50,4.30%,11.64%,0.20,0.93,72.91%,35.35
1003,BMP,BMP Corp.,Technology,Computer Hardware,USA,206840.16,11.92,0.70,1.50,3.60,18.22,"132,260",1.67,9.53%,-6.60%,0.41,1.28,47.33%,46.47
1004,BMQ,BMQ Holdings Inc.,Technology,Semiconductor,USA,2037623.75,,1.44,1.69,3.54,26.48,"52,035",0.15,27.33%,-1.37%,0.13,0.90,45.14%,42.59
1005,BMR,BMR Corp.,Technology,Software,USA,2601726.19,46.74,1.37,1.17,3.57,19.23,"79,736",-0.55,21.14%,-6.76%,0.74,1.02,54.71%,54.03
1006,BMS,BMS Corp.,Technology,Internet Software,USA,11850326.67,51.97,1.10,1.27,7.05,82.61,"10,574",2.68,1.86%,14.86%,1.11,1.36,11.54%,35.96
1007,BMT,BMT Corp.,Technology,Computer Hardware,USA,2795313.59,16.36,,5.26,4.37,5.75,"161,995",0.77,10.39%,12.94%,1.35,1.39,16.18%,55.73
1008,BMU,BMU Corp.,Technology,Semiconductor,USA,4064602.51,18.98,0.89,3.50,2.59,30.22,"27,627",2.29,2.75%,19.52%,0.84,1.95,32.91%,48.21
1009,BMV,BMV Holdings Inc.,Technology,Software,USA,2274014.47,14.93,2.51,1.97,3.64,12.91,"24,013",5.11,-17.26%,18.04%,0.35,0.72,46.48%,76.71
1010,BMW,BMW Holdings Inc.,Technology,Internet Software,USA,544830.91,67.16,1.31,1.73,1.43,21.37,"21,114",3.49,23.34%,-3.24%,0.44,1.19,11.03%,26.48
1011,BMX,BMX Holdings Inc.,Technology,Computer Hardware,USA,80965214.77,5.47,2.53,1.85,2.23,40.62,"503,345",5.79,12.15%,17.58%,0.50,1.01,46.95%,44.81
1012,BMY,BMY Corp.,Technology,Semiconductor,USA,18809742.02,10.63,1.70,1.76,1.43,92.42,"38,911",-3.61,12.26%,13.13%,0.33,0.56,60.48%,73.37
1013,BMZ,BMZ Holdings Inc.,Technology,Software,USA,12333802.82,15.27,,0.91,2.01,92.84,"1,355",7.45,0.92%,-1.99%,0.87,1.13,17.08%,87.85
1014,BNA,BNA Corp.,Technology,Internet Software,USA,304891.92,,2.71,,4.65,58.85,"22,129",8.34,3.15%,25.11%,0.35,1.43,33.65%,21.77
1015,BNB,BNB Holdings Inc.,Technology,Computer Hardware,USA,1329695.53,25.54,3.18,2.35,5.78,21.13,"51,230",6.32,-5.87%,-2.64%,0.79,0.45,29.25%,44.76
1016,BNC,BNC Holdings Inc.,Technology,Semiconductor,USA,10574485.77,12.19,0.84,1.26,1.67,35.61,"112,344",0.95,-10.54%,25.74%,0.66,1.24,67.86%,43.04
1017,BND,BND Holdings Inc.,Technology,Software,USA,1684265.31,20.76,2.44,7.99,1.86,9.37,"9,185",3.67,19.01%,-0.41%,0.45,1.71,15.17%,52.12
1018,BNE,BNE Holdings Inc.,Technology,Internet Software,USA,7607966.03,10.40,0.69,3.56,1.36,70.33,"577,643",3.72,23.36%,28.22%,0.97,1.13,31.11%,51.93
1019,BNF,BNF Corp.,Technology,Computer Hardware,USA,3388036.72,14.74,0.93,4.00,4.32,15.43,"269,066",1.90,9.98%,6.47%,1.46,0.57,73.98%,60.33
1020,BNG,BNG Corp.,Technology,Semiconductor,USA,25900070.64,19.78,1.83,0.34,2.84,77.74,"15,765",3.60,23.76%,1.74%,1.79,0.91,39.42%,66.65
1021,BNH,BNH Corp.,Technology,Software,USA,15747923.41,5.01,1.53,1.88,3.71,15.28,"135,527",-1.05,11.64%,19.90%,0.20,2.18,34.67%,52.08
1022,BNI,BNI Corp.,Technology,Internet Software,USA,5277377.91,29.98,,,2.93,19.59,"15,087,909",1.62,13.04%,-0.84%,0.76,1.13,35.15%,48.67
1023,BNJ,BNJ Corp.,Technology,Computer Hardware,USA,162115.08,18.53,1.32,2.86,3.09,30.30,"24,395",3.12,5.58%,-0.36%,0.78,1.51,47.68%,36.65
1024,BNK,BNK Holdings Inc.,Technology,Semiconductor,USA,2445604.22,34.13,1.85,2.03,1.43,34.98,"25,817",1.65,-1.83%,-15.24%,0.70,1.64,14.62%,27.81
1025,BNL,BNL Corp.,Technology,Software,USA,23248137.15,30.78,1.98,0.32,7.69,6.80,"18,504",8.24,-4.71%,4.25%,0.33,1.09,49.10%,73.96
1026,BNM,BNM Corp.,Technology,Internet Software,USA,77751339.39,24.41,2.04,,0.91,77.81,"14,606",7.10,7.91%,28.69%,0.46,1.72,48.21%,62.75
1027,BNN,BNN Corp.,Technology,Computer Hardware,USA,1704899.72,15.49,4.01,0.72,9.66,9.94,"329,621",1.03,-7.02%,31.18%,0.96,1.60,28.15%,58.14
1028,BNO,BNO Corp.,Technology,Semiconductor,USA,7597838.52,7.93,5.30,2.53,2.52,13.68,"33,341",0.67,23.58%,-1.53%,0.34,1.17,17.01%,58.60
1029,BNP,BNP Corp.,Technology,Software,USA,746981.33,21.04,0.83,2.46,,24.18,"52,662",0.44,11.19%,19.32%,0.28,1.09,5.27%,60.27
1030,BNQ,BNQ Holdings Inc.,Technology,Internet Software,USA,8521687.83,32.16,1.52,3.26,2.34,47.80,"258,023",-0.15,24.88%,3.29%,0.21,1.56,46.72%,59.72
1031,BNR,BNR Corp.,Technology,Computer Hardware,USA,3194702.79,,1.37,5.13,2.96,15.95,"6,882",6.44,28.20%,6.05%,0.39,0.98,57.18%,62.41
1032,BNS,BNS Holdings Inc.,Technology,Semiconductor,USA,21991099.94,21.06,1.45,2.36,1.58,54.18,"327,551",6.22,-18.03%,1.62%,0.16,1.47,58.46%,54.87
1033,BNT,BNT Corp.,Technology,Software,USA,9640470.89,12.85,1.94,3.33,3.79,125.93,"103,325",-1.17,8.34%,-2.96%,0.41,1.46,19.88%,46.63
1034,BNU,BNU Holdings Inc.,Technology,Internet Software,USA,810609.15,30.44,1.61,2.54,1.65,50.52,"95,155",1.14,15.93%,29.72%,0.35,0.73,23.34%,37.20
1035,BNV,BNV Holdings Inc.,Technology,Computer Hardware,USA,4840540.18,16.19,0.91,1.32,3.68,13.88,"134,168",5.07,3.27%,11.55%,0.41,0.95,34.01%,64.34
1036,BNW,BNW Holdings Inc.,Technology,Semiconductor,USA,399304.98,12.16,1.42,3.29,2.53,8.96,"325,263",-3.81,-5.60%,16.21%,0.50,0.17,46.89%,48.74
1037,BNX,BNX Holdings Inc.,Technology,Software,USA,10521155.17,52.84,0.97,2.16,1.27,60.66,"32,980",-0.60,-1.68%,32.07%,0.74,1.47,34.59%,44.62
1038,BNY,BNY Corp.,Technology,Internet Software,USA,17818634.16,20.02,0.95,0.42,1.32,16.49,"189,406",-5.15,25.12%,-7.30%,1.93,1.02,55.26%,36.39
1039,BNZ,BNZ Holdings Inc.,Technology,Computer Hardware,USA,1107931.02,,0.83,2.29,0.74,9.76,"63,523",4.04,16.25%,14.37%,0.83,1.07,13.54%,44.91
1040,BOA,BOA Corp.,Technology,Semiconductor,USA,176641233.62,18.96,2.18,16.59,5.40,37.39,"208,577",4.75,15.07%,12.17%,1.15,0.92,20.47%,41.53
1041,BOB,BOB Corp.,Technology,Software,USA,3382212.10,24.40,2.44,2.90,5.90,14.39,"86,630",5.85,25.01%,-14.85%,0.36,0.59,21.12%,20.93
