BookingNo,PackageCode,Description,Quantity,StayDate,UnitRate,GuestID,Destination
547579,TRF100,AIRPORT TRANSFER,1,28.11.2011 18:00,36.85,,France
552431,TOU210,CITY WALKING TOUR,1,20.02.2011 10:35,107.52,73142.0,Spain
542251,TOU320,VOLCANO DAY TRIP,1,04.02.2011 08:34,254.37,71171.0,Mexico
546943,HTL101,HOTEL NIGHT GARDEN VIEW,1,21.02.2011 11:25,64.79,71518.0,Mexico
552261,SPA100,SPA TREATMENT,1,09.05.2011 12:59,110.51,73098.0,Mexico
553709,FNB220,DINNER EXPERIENCE,1,18.12.2010 14:02,26.7,73963.0,Costa Rica
546191,HTL101,HOTEL NIGHT GARDEN VIEW,1,06.11.2011 04:24,128.24,71463.0,Mexico
551301,TIX100,PARK / ATTRACTION TICKET,1,05.02.2011 05:45,72.75,72854.0,Thailand
551628,PKG500,ALL-INCLUSIVE NIGHT,1,16.07.2011 23:42,33.48,72937.0,USA-NYC
544746,TOU540,SUNSET CATAMARAN,1,16.02.2011 13:08,173.21,,Mexico
553206,PKG500,ALL-INCLUSIVE NIGHT,4,16.02.2011 18:00,16.7,73621.0,Italy
541787,HTL101,HOTEL NIGHT GARDEN VIEW,7,30.11.2011 18:00,137.98,71137.0,Costa Rica
542815,TOU430,CANOPY ZIPLINE,1,12.11.2011 15:25,192.55,71214.0,USA-Orlando
544035,CXL000,CANCELLATION FEE,1,01.02.2011 18:57,339.36,71307.0,Costa Rica
551897,HTL101,HOTEL NIGHT GARDEN VIEW,4,29.04.2011 04:08,81.54,,Thailand
541908,FEE050,RESORT FEE,3,21.08.2011 16:07,819.8,,USA-Orlando
544375,FNB220,DINNER EXPERIENCE,7,20.05.2011 00:18,1104.37,71332.0,Mexico
550453,HTL101,HOTEL NIGHT GARDEN VIEW,1,15.06.2011 17:48,37.83,72644.0,Costa Rica
546438,TOU210,CITY WALKING TOUR,4,21.05.2011 23:34,82.69,,United Kingdom
544346,TRF100,AIRPORT TRANSFER,2,09.10.2011 19:17,158.08,71330.0,Mexico
541639,TOU320,VOLCANO DAY TRIP,1,09.11.2011 08:10,240.92,71127.0,Costa Rica
549201,SPA100,SPA TREATMENT,1,14.08.2011 18:00,29.97,72330.0,Mexico
548375,PKG500,ALL-INCLUSIVE NIGHT,1,04.10.2011 03:43,65.97,71988.0,USA-Orlando
542167,FNB110,BREAKFAST PACKAGE,1,14.06.2011 22:51,143.81,,Mexico
548033,FEE050,RESORT FEE,1,06.12.2011 21:26,32.86,71813.0,Costa Rica
549100,HTL202,HOTEL NIGHT OCEAN VIEW,3,21.06.2011 16:35,32.3,72308.0,Italy
545360,HTL101,HOTEL NIGHT GARDEN VIEW,4,10.06.2011 02:57,159.2,71403.0,Dominican Republic
553098,FNB220,DINNER EXPERIENCE,4,20.04.2011 18:00,18.54,73543.0,USA-Orlando
544041,FNB220,DINNER EXPERIENCE,1,21.08.2011 19:54,206.52,71308.0,Thailand
542037,FEE050,RESORT FEE,1,13.05.2011 10:47,117.26,71154.0,Dominican Republic
543535,TOU210,CITY WALKING TOUR,3,17.01.2011 18:25,1349.53,71268.0,Mexico
546505,TOU540,SUNSET CATAMARAN,7,07.03.2011 14:14,163.35,71486.0,Japan
545696,SPA100,SPA TREATMENT,1,06.08.2011 03:32,2978.05,71429.0,France
540318,FNB110,BREAKFAST PACKAGE,2,14.09.2011 21:02,112.84,71025.0,Costa Rica
542895,FNB220,DINNER EXPERIENCE,7,16.06.2011 10:48,61.13,,Costa Rica
545749,TOU320,VOLCANO DAY TRIP,7,01.07.2011 23:26,50.66,71432.0,Mexico
542676,FNB220,DINNER EXPERIENCE,1,17.11.2011 06:32,112.89,71203.0,USA-Orlando
546370,FNB220,DINNER EXPERIENCE,2,06.12.2011 18:18,168.73,,Mexico
551674,FNB110,BREAKFAST PACKAGE,1,17.01.2011 23:31,71.31,,Mexico
543930,TOU540,SUNSET CATAMARAN,1,15.03.2011 09:43,233.26,71300.0,Mexico
547713,FEE050,RESORT FEE,2,20.11.2011 18:00,42.42,71639.0,United Kingdom
545190,HTL303,SUITE NIGHT,4,10.02.2011 19:50,370.47,71393.0,Costa Rica
553376,TOU430,CANOPY ZIPLINE,1,27.12.2010 18:00,23.33,73739.0,Mexico
549599,HTL202,HOTEL NIGHT OCEAN VIEW,1,08.08.2011 04:17,66.37,72427.0,United Kingdom
542154,FNB110,BREAKFAST PACKAGE,2,31.07.2011 02:06,113.97,71163.0,Mexico
550056,TOU320,VOLCANO DAY TRIP,1,22.08.2011 08:49,148.92,,Italy
550506,TOU540,SUNSET CATAMARAN,1,08.05.2011 22:48,104.46,72657.0,Costa Rica
545215,TOU430,CANOPY ZIPLINE,1,06.08.2011 14:00,159.46,,Costa Rica
548837,FNB110,BREAKFAST PACKAGE,1,03.12.2011 18:00,78.97,72219.0,Spain
551591,HTL202,HOTEL NIGHT OCEAN VIEW,1,04.03.2011 04:01,46.84,,USA-Orlando
553493,HTL101,HOTEL NIGHT GARDEN VIEW,1,27.05.2011 18:00,25.82,73821.0,Thailand
547954,HTL101,HOTEL NIGHT GARDEN VIEW,3,22.11.2011 18:00,32.15,,Mexico
545900,SPA100,SPA TREATMENT,7,24.11.2011 18:00,115.59,71442.0,Costa Rica
545767,HTL101,HOTEL NIGHT GARDEN VIEW,3,16.11.2011 05:17,412.18,71434.0,USA-Orlando
543174,FEE050,RESORT FEE,7,18.11.2011 15:18,106.15,71243.0,Dominican Republic
545754,TOU210,CITY WALKING TOUR,2,04.12.2011 18:00,113.72,71432.0,Mexico
549192,TOU430,CANOPY ZIPLINE,1,28.07.2011 18:00,130.81,72328.0,Italy
548942,CXL000,CANCELLATION FEE,4,22.04.2011 08:01,95.58,,USA-NYC
543526,FNB110,BREAKFAST PACKAGE,1,24.07.2011 12:48,1011.44,,Mexico
552307,HTL202,HOTEL NIGHT OCEAN VIEW,1,26.03.2011 11:01,46.31,73109.0,Dominican Republic
548402,HTL202,HOTEL NIGHT OCEAN VIEW,1,27.10.2011 04:33,56.08,,Costa Rica
C541852,TOU320,VOLCANO DAY TRIP,-1,15.10.2011 20:24,320.97,71142.0,Peru
549930,TOU320,VOLCANO DAY TRIP,7,20.10.2011 18:00,84.8,72508.0,Italy
553831,TOU210,CITY WALKING TOUR,2,29.01.2011 18:00,21.77,74048.0,USA-NYC
548641,HTL101,HOTEL NIGHT GARDEN VIEW,1,22.09.2011 02:24,23.51,72121.0,Mexico
544794,SPA100,SPA TREATMENT,1,26.10.2011 15:33,691.2,,Spain
549589,TOU430,CANOPY ZIPLINE,1,04.07.2011 08:16,51.64,,Italy
553028,SPA100,SPA TREATMENT,1,14.05.2011 18:00,39.22,73495.0,Spain
554241,TOU540,SUNSET CATAMARAN,2,11.04.2011 18:00,29.31,74321.0,Costa Rica
551640,HTL101,HOTEL NIGHT GARDEN VIEW,3,27.03.2011 12:41,35.05,72939.0,Mexico
552574,CXL000,CANCELLATION FEE,2,29.03.2011 18:00,34.27,73191.0,Spain
542289,PKG500,ALL-INCLUSIVE NIGHT,1,20.07.2011 14:57,60.72,,Mexico
548528,FEE050,RESORT FEE,3,15.11.2011 18:00,33.65,72064.0,Greece
553905,HTL303,SUITE NIGHT,1,02.03.2011 18:00,35.08,,Japan
549194,HTL101,HOTEL NIGHT GARDEN VIEW,3,16.07.2011 14:58,72.68,,Spain
540320,TIX100,PARK / ATTRACTION TICKET,2,15.04.2011 10:07,165.43,71025.0,Costa Rica
548707,PKG500,ALL-INCLUSIVE NIGHT,4,02.12.2011 10:52,41.2,,United Kingdom
547407,TOU320,VOLCANO DAY TRIP,7,28.08.2011 11:58,1835.11,,United Kingdom
550075,HTL303,SUITE NIGHT,3,01.09.2011 18:00,32.6,72542.0,Costa Rica
541739,SPA100,SPA TREATMENT,3,06.01.2011 16:39,101.02,71134.0,Costa Rica
550665,TIX100,PARK / ATTRACTION TICKET,1,13.08.2011 02:23,88.11,72698.0,Costa Rica
547215,FNB220,DINNER EXPERIENCE,7,17.03.2011 08:49,244.46,,Italy
551678,FNB220,DINNER EXPERIENCE,4,20.07.2011 13:39,75.5,72950.0,Costa Rica
550222,PKG500,ALL-INCLUSIVE NIGHT,7,28.06.2011 16:11,26.63,72581.0,Mexico
543790,HTL303,SUITE NIGHT,1,26.07.2011 09:11,152.17,71290.0,Iceland
547077,TOU320,VOLCANO DAY TRIP,1,28.02.2011 02:41,235.22,71528.0,Japan
547169,HTL202,HOTEL NIGHT OCEAN VIEW,7,14.04.2011 12:49,155.16,71534.0,Costa Rica
549700,HTL303,SUITE NIGHT,1,16.08.2011 18:00,73.62,,United Kingdom
551428,HTL202,HOTEL NIGHT OCEAN VIEW,2,03.07.2011 09:28,84.54,72886.0,Italy
552498,TOU320,VOLCANO DAY TRIP,2,14.09.2011 18:00,98.31,73159.0,Mexico
542131,TRF100,AIRPORT TRANSFER,3,29.11.2011 00:58,172.94,71161.0,Greece
552894,FEE050,RESORT FEE,2,09.05.2011 18:00,22.45,73402.0,Dominican Republic
544803,FEE050,RESORT FEE,1,30.04.2011 02:19,1825.2,71363.0,Spain
540102,FNB220,DINNER EXPERIENCE,1,18.03.2011 03:31,270.91,71008.0,Mexico
544163,HTL303,SUITE NIGHT,2,14.07.2011 08:06,199.22,,Mexico
541336,CXL000,CANCELLATION FEE,1,09.05.2011 15:26,3164.04,71103.0,Costa Rica
551867,FEE050,RESORT FEE,1,11.07.2011 04:54,53.4,72998.0,USA-Orlando
547962,HTL202,HOTEL NIGHT OCEAN VIEW,1,02.11.2011 16:44,94.4,71776.0,Dominican Republic
551305,TOU540,SUNSET CATAMARAN,1,13.07.2011 02:15,65.0,72855.0,USA-NYC
552778,TOU540,SUNSET CATAMARAN,3,26.05.2011 18:00,14.9,73324.0,Thailand
547190,FEE050,RESORT FEE,1,16.08.2011 06:02,162.17,,Costa Rica
553276,HTL101,HOTEL NIGHT GARDEN VIEW,3,24.05.2011 18:00,13.0,73667.0,Italy
541971,FNB110,BREAKFAST PACKAGE,1,08.04.2011 20:27,159.7,71149.0,Japan
546509,HTL101,HOTEL NIGHT GARDEN VIEW,1,06.11.2011 06:49,827.94,,USA-NYC
550607,CXL000,CANCELLATION FEE,1,18.03.2011 09:26,55.06,72685.0,Spain
547016,HTL101,HOTEL NIGHT GARDEN VIEW,1,24.07.2011 01:29,130.98,71523.0,Mexico
543071,TOU210,CITY WALKING TOUR,4,23.07.2011 02:50,313.4,71234.0,Costa Rica
554212,SPA100,SPA TREATMENT,1,15.05.2011 18:00,60.17,74300.0,Spain
547908,HTL101,HOTEL NIGHT GARDEN VIEW,2,06.11.2011 06:39,49.73,71748.0,Mexico
542757,PKG500,ALL-INCLUSIVE NIGHT,2,17.09.2011 07:54,92.37,,Spain
548994,FNB110,BREAKFAST PACKAGE,1,11.07.2011 21:19,69.04,,Mexico
551303,SPA100,SPA TREATMENT,2,19.03.2011 05:04,123.15,72855.0,USA-NYC
C546485,FNB220,DINNER EXPERIENCE,-2,20.07.2011 03:23,162.21,71485.0,Spain
549240,FNB220,DINNER EXPERIENCE,2,04.02.2011 16:47,108.02,72340.0,Dominican Republic
540146,FNB220,DINNER EXPERIENCE,2,13.04.2011 12:46,59.32,71012.0,Mexico
552993,HTL202,HOTEL NIGHT OCEAN VIEW,2,29.03.2011 18:00,20.41,73473.0,Costa Rica
545620,TOU430,CANOPY ZIPLINE,4,01.02.2011 07:32,282.49,71422.0,Costa Rica
545320,PKG500,ALL-INCLUSIVE NIGHT,1,05.09.2011 00:18,185.38,71401.0,Greece
550786,PKG500,ALL-INCLUSIVE NIGHT,2,10.06.2011 01:55,58.26,72726.0,Japan
544740,FNB110,BREAKFAST PACKAGE,1,08.12.2011 02:39,262.16,71359.0,Mexico
541813,TRF100,AIRPORT TRANSFER,2,09.03.2011 15:00,158.14,71139.0,Mexico
542655,PKG500,ALL-INCLUSIVE NIGHT,4,17.11.2011 18:00,189.0,71201.0,Mexico
554064,TOU320,VOLCANO DAY TRIP,1,27.07.2011 18:00,13.56,74202.0,USA-Orlando
553992,HTL202,HOTEL NIGHT OCEAN VIEW,1,24.04.2011 06:13,26.5,,France
541592,FEE050,RESORT FEE,2,12.09.2011 19:13,177.2,71124.0,Dominican Republic
549797,CXL000,CANCELLATION FEE,1,04.02.2011 11:59,62.42,72476.0,United Kingdom
547951,PKG500,ALL-INCLUSIVE NIGHT,2,03.11.2011 14:15,25.8,71770.0,Costa Rica
546731,TOU430,CANOPY ZIPLINE,1,26.02.2011 03:14,164.65,71504.0,Spain
544149,TOU210,CITY WALKING TOUR,2,25.08.2011 02:31,263.18,71314.0,Costa Rica
544458,TOU210,CITY WALKING TOUR,1,20.09.2011 17:40,299.79,71337.0,Thailand
540408,PKG500,ALL-INCLUSIVE NIGHT,4,20.04.2011 01:10,106.47,71031.0,Costa Rica
546822,FNB220,DINNER EXPERIENCE,1,01.04.2011 08:47,284.03,71510.0,Mexico
551847,TOU210,CITY WALKING TOUR,2,07.09.2011 18:00,42.18,72993.0,Italy
553016,FNB220,DINNER EXPERIENCE,2,17.12.2010 18:00,31.36,73488.0,Costa Rica
550660,HTL101,HOTEL NIGHT GARDEN VIEW,1,31.03.2011 03:55,148.63,72696.0,United Kingdom
550394,CXL000,CANCELLATION FEE,1,17.02.2011 14:40,31.47,72627.0,Costa Rica
547944,TOU320,VOLCANO DAY TRIP,1,13.11.2011 18:00,77.91,71766.0,USA-NYC
551890,SPA100,SPA TREATMENT,2,09.05.2011 00:06,113.22,,Costa Rica
544428,FNB110,BREAKFAST PACKAGE,4,09.05.2011 02:36,240.0,71335.0,USA-NYC
548231,TOU320,VOLCANO DAY TRIP,1,22.11.2011 18:00,66.34,71913.0,USA-Orlando
543541,PKG500,ALL-INCLUSIVE NIGHT,3,17.05.2011 11:38,1247.83,71269.0,USA-NYC
549581,HTL101,HOTEL NIGHT GARDEN VIEW,1,12.06.2011 08:42,68.48,72422.0,Mexico
553873,TIX100,PARK / ATTRACTION TICKET,3,04.05.2011 08:47,20.57,74075.0,Dominican Republic
552896,CXL000,CANCELLATION FEE,3,20.03.2011 18:00,11.0,73403.0,United Kingdom
549897,HTL303,SUITE NIGHT,2,02.04.2011 04:11,111.3,72500.0,Costa Rica
541686,FNB220,DINNER EXPERIENCE,2,13.05.2011 09:28,71.98,71130.0,Spain
552122,TOU430,CANOPY ZIPLINE,2,24.07.2011 18:00,37.99,73063.0,Spain
C541773,SPA100,SPA TREATMENT,-3,25.03.2011 03:20,112.87,71137.0,Costa Rica
544071,TOU540,SUNSET CATAMARAN,2,21.01.2011 23:13,104.38,71310.0,Peru
552630,SPA100,SPA TREATMENT,1,28.12.2010 05:27,19.45,73226.0,Mexico
553579,PKG500,ALL-INCLUSIVE NIGHT,1,28.04.2011 23:53,19.51,,Costa Rica
552337,FNB220,DINNER EXPERIENCE,2,18.01.2011 12:25,108.12,73118.0,France
542880,PKG500,ALL-INCLUSIVE NIGHT,1,16.07.2011 08:15,542.62,71219.0,Spain
547162,HTL303,SUITE NIGHT,1,31.01.2011 16:26,1295.58,71533.0,France
540702,TOU540,SUNSET CATAMARAN,4,05.11.2011 08:05,200.07,,USA-Orlando
548869,HTL101,HOTEL NIGHT GARDEN VIEW,4,21.11.2011 18:00,35.23,,France
C544780,FEE050,RESORT FEE,-1,08.08.2011 14:00,50.94,71362.0,Italy
543410,TOU430,CANOPY ZIPLINE,2,04.07.2011 22:43,56.44,,Spain
549345,CXL000,CANCELLATION FEE,2,26.04.2011 01:48,51.25,72368.0,Mexico
547432,FEE050,RESORT FEE,2,29.08.2011 12:27,257.67,71551.0,USA-Orlando
544316,TRF100,AIRPORT TRANSFER,1,23.11.2011 18:00,74.93,71327.0,USA-NYC
548193,FEE050,RESORT FEE,2,13.11.2011 18:00,52.18,71891.0,United Kingdom
548327,HTL101,HOTEL NIGHT GARDEN VIEW,1,04.12.2011 16:46,62.36,71964.0,Japan
549779,TOU540,SUNSET CATAMARAN,2,23.05.2011 01:53,64.79,72471.0,France
541782,PKG500,ALL-INCLUSIVE NIGHT,2,31.12.2010 17:24,78.63,71137.0,Costa Rica
552952,TOU210,CITY WALKING TOUR,1,18.05.2011 18:00,26.33,73445.0,Costa Rica
549825,SPA100,SPA TREATMENT,4,16.05.2011 11:11,62.02,72483.0,Mexico
551924,TOU540,SUNSET CATAMARAN,7,31.07.2011 23:05,69.25,73013.0,USA-NYC
543770,TOU320,VOLCANO DAY TRIP,1,13.08.2011 05:26,197.4,71287.0,Greece
550987,TOU210,CITY WALKING TOUR,1,19.01.2011 20:05,70.18,72775.0,Mexico
550759,HTL202,HOTEL NIGHT OCEAN VIEW,2,17.06.2011 00:26,45.79,72720.0,Spain
545954,FNB110,BREAKFAST PACKAGE,4,16.10.2011 22:00,198.79,71446.0,Costa Rica
541058,HTL101,HOTEL NIGHT GARDEN VIEW,3,15.09.2011 00:23,72.77,,Italy
540991,HTL202,HOTEL NIGHT OCEAN VIEW,3,30.04.2011 12:22,110.91,71075.0,USA-Orlando
541874,CXL000,CANCELLATION FEE,7,27.05.2011 03:45,129.93,71143.0,Italy
544824,TOU430,,3,04.09.2011 05:06,95.19,71364.0,Italy
545772,TOU540,SUNSET CATAMARAN,2,15.01.2011 19:51,124.99,71434.0,USA-Orlando
542610,PKG500,ALL-INCLUSIVE NIGHT,2,02.02.2011 06:17,153.82,71197.0,USA-NYC
540810,HTL101,HOTEL NIGHT GARDEN VIEW,4,06.02.2011 05:51,149.3,71062.0,Italy
C543122,TOU320,VOLCANO DAY TRIP,-1,16.05.2011 15:36,374.43,71238.0,Greece
549826,TOU430,CANOPY ZIPLINE,1,28.06.2011 08:03,63.71,72483.0,Mexico
543468,SPA100,SPA TREATMENT,1,16.03.2011 03:20,107.93,71263.0,USA-Orlando
550393,FNB110,BREAKFAST PACKAGE,1,07.04.2011 08:51,28.46,72627.0,Costa Rica
553852,HTL303,SUITE NIGHT,1,06.03.2011 18:00,14.95,74063.0,Dominican Republic
544216,TOU320,VOLCANO DAY TRIP,2,04.04.2011 22:57,219.08,71319.0,Mexico
550699,TOU210,CITY WALKING TOUR,1,21.02.2011 08:40,45.84,,Spain
544218,HTL101,HOTEL NIGHT GARDEN VIEW,1,15.06.2011 03:12,136.49,71319.0,Mexico
548780,TOU210,CITY WALKING TOUR,2,01.11.2011 16:13,48.39,72192.0,Mexico
547922,TOU210,CITY WALKING TOUR,1,27.11.2011 18:00,48.81,71757.0,Thailand
552413,TIX100,PARK / ATTRACTION TICKET,4,07.07.2011 06:12,82.62,,Costa Rica
546106,TOU320,VOLCANO DAY TRIP,4,30.08.2011 01:13,83.19,,Spain
543848,TOU320,VOLCANO DAY TRIP,1,29.08.2011 02:16,186.78,,United Kingdom
543323,CXL000,CANCELLATION FEE,1,22.02.2011 23:26,73.87,71253.0,Mexico
540042,HTL303,SUITE NIGHT,1,06.08.2011 05:20,99.62,71003.0,Dominican Republic
540994,TOU540,SUNSET CATAMARAN,1,17.11.2011 18:00,200.8,,USA-Orlando
541940,TOU210,CITY WALKING TOUR,2,11.11.2011 05:50,74.12,71147.0,Mexico
544467,HTL303,SUITE NIGHT,3,31.07.2011 00:49,557.21,71338.0,Japan
549202,SPA100,SPA TREATMENT,2,16.03.2011 14:37,70.29,72331.0,Spain
553939,TOU430,CANOPY ZIPLINE,1,06.01.2011 18:00,12.47,,Costa Rica
C548950,FEE050,RESORT FEE,-1,13.06.2011 18:21,239.03,72272.0,France
551579,FNB110,BREAKFAST PACKAGE,1,01.07.2011 17:55,106.77,72925.0,France
552752,HTL202,HOTEL NIGHT OCEAN VIEW,1,11.05.2011 05:21,15.84,73307.0,Mexico
545714,TOU430,CANOPY ZIPLINE,3,22.02.2011 13:12,150.62,71430.0,Costa Rica
545039,FEE050,RESORT FEE,3,31.08.2011 17:38,145.66,71381.0,Portugal
548592,CXL000,CANCELLATION FEE,1,04.10.2011 06:06,33.28,72094.0,Portugal
541346,TRF100,AIRPORT TRANSFER,1,04.02.2011 12:38,68.53,,France
545070,TIX100,PARK / ATTRACTION TICKET,1,31.03.2011 13:26,130.69,71383.0,Mexico
550682,TOU320,VOLCANO DAY TRIP,1,05.02.2011 15:36,74.65,72701.0,Greece
543348,FNB110,BREAKFAST PACKAGE,2,26.07.2011 13:14,59.87,71255.0,USA-NYC
546522,FNB110,BREAKFAST PACKAGE,3,02.12.2011 18:00,205.42,71488.0,France
552169,FNB220,DINNER EXPERIENCE,2,18.04.2011 12:54,23.01,73077.0,Costa Rica
545298,SPA100,SPA TREATMENT,1,14.02.2011 17:13,70.62,71399.0,Greece
551791,FEE050,RESORT FEE,1,23.01.2011 22:42,108.57,,Italy
540168,TIX100,PARK / ATTRACTION TICKET,3,16.11.2011 18:00,174.03,71013.0,USA-NYC
541513,TOU430,CANOPY ZIPLINE,7,27.09.2011 09:42,250.8,,Costa Rica
550804,HTL303,SUITE NIGHT,1,08.10.2011 18:00,0.0,72730.0,Dominican Republic
548427,FNB110,BREAKFAST PACKAGE,3,22.11.2011 18:00,69.01,72014.0,Costa Rica
541627,TOU210,CITY WALKING TOUR,2,01.11.2011 08:29,329.42,71126.0,USA-NYC
550177,TRF100,AIRPORT TRANSFER,2,24.06.2011 19:42,31.83,72568.0,Italy
554269,FEE050,RESORT FEE,3,15.03.2011 18:00,35.85,,Thailand
548069,TRF100,AIRPORT TRANSFER,1,27.11.2011 19:38,36.77,71830.0,Costa Rica
546293,FNB220,DINNER EXPERIENCE,2,11.10.2011 13:56,310.66,71471.0,Iceland
549662,TRF100,AIRPORT TRANSFER,1,26.08.2011 06:36,53.3,,Spain
544935,TOU210,CITY WALKING TOUR,1,07.12.2011 10:57,1541.59,71374.0,Japan
548562,TOU540,SUNSET CATAMARAN,1,23.09.2011 16:35,37.71,72079.0,Costa Rica
546057,TOU320,VOLCANO DAY TRIP,2,19.11.2011 18:00,82.08,,Dominican Republic
554072,FNB110,BREAKFAST PACKAGE,4,06.07.2011 18:00,26.04,74207.0,Italy
545518,TRF100,AIRPORT TRANSFER,1,25.04.2011 12:51,333.71,71415.0,Costa Rica
550986,HTL101,HOTEL NIGHT GARDEN VIEW,4,03.04.2011 10:12,86.37,72775.0,Mexico
548203,TOU210,CITY WALKING TOUR,2,23.10.2011 04:59,50.45,,Costa Rica
551877,HTL101,HOTEL NIGHT GARDEN VIEW,1,02.02.2011 23:17,66.45,73001.0,Costa Rica
549507,TOU540,SUNSET CATAMARAN,1,21.04.2011 18:00,189.83,,Costa Rica
550504,FNB110,BREAKFAST PACKAGE,1,27.07.2011 18:00,91.23,72656.0,Dominican Republic
543049,TRF100,AIRPORT TRANSFER,3,08.10.2011 17:02,110.17,71233.0,Mexico
547478,TRF100,AIRPORT TRANSFER,1,08.03.2011 17:52,72.86,71553.0,Mexico
540542,HTL202,HOTEL NIGHT OCEAN VIEW,1,21.11.2011 18:00,279.72,,USA-Orlando
553607,TOU540,SUNSET CATAMARAN,2,27.05.2011 18:00,29.25,73898.0,USA-Orlando
542393,TOU320,VOLCANO DAY TRIP,1,01.12.2011 10:10,99.82,71181.0,United Kingdom
541602,SPA100,SPA TREATMENT,4,08.07.2011 22:16,81.99,71124.0,Dominican Republic
544328,TOU320,VOLCANO DAY TRIP,1,01.02.2011 14:22,67.7,71329.0,Costa Rica
545897,TOU320,VOLCANO DAY TRIP,1,08.07.2011 04:03,264.39,71442.0,Costa Rica
546067,HTL202,HOTEL NIGHT OCEAN VIEW,3,11.09.2011 16:47,226.03,71454.0,Costa Rica
548101,TOU320,VOLCANO DAY TRIP,3,23.10.2011 15:06,73.61,71845.0,Costa Rica
540014,FNB110,BREAKFAST PACKAGE,1,04.01.2011 09:45,89.66,71001.0,Spain
544766,HTL202,HOTEL NIGHT OCEAN VIEW,2,12.03.2011 17:20,324.71,71361.0,Costa Rica
549279,HTL101,HOTEL NIGHT GARDEN VIEW,1,15.02.2011 19:57,70.86,72350.0,United Kingdom
547367,FEE050,RESORT FEE,1,21.08.2011 15:40,83.31,,France
545792,TOU210,CITY WALKING TOUR,4,17.10.2011 18:38,174.42,71436.0,Mexico
551330,TOU430,CANOPY ZIPLINE,4,26.07.2011 12:25,131.98,72862.0,Greece
543038,FNB220,DINNER EXPERIENCE,1,31.10.2011 20:38,91.2,71232.0,Costa Rica
548520,HTL303,SUITE NIGHT,1,28.11.2011 18:00,67.32,72061.0,Mexico
549970,FNB220,DINNER EXPERIENCE,1,08.08.2011 14:21,56.02,72518.0,Costa Rica
548599,TIX100,PARK / ATTRACTION TICKET,1,14.11.2011 18:00,76.38,72098.0,USA-NYC
552549,FNB220,DINNER EXPERIENCE,3,08.02.2011 18:00,15.56,73176.0,Italy
542112,HTL101,HOTEL NIGHT GARDEN VIEW,4,10.05.2011 09:43,146.8,71160.0,Costa Rica
546891,TOU540,SUNSET CATAMARAN,2,20.05.2011 01:23,98.62,71514.0,Spain
540534,TRF100,AIRPORT TRANSFER,2,28.01.2011 07:23,138.44,71039.0,USA-Orlando
553243,FEE050,RESORT FEE,4,06.06.2011 18:00,38.12,73644.0,Italy
541822,TOU540,SUNSET CATAMARAN,1,12.08.2011 00:37,210.22,71140.0,Mexico
553379,PKG500,ALL-INCLUSIVE NIGHT,1,08.04.2011 08:33,22.83,73741.0,United Kingdom
548635,FNB220,DINNER EXPERIENCE,4,29.09.2011 12:56,44.08,72117.0,Japan
545330,FEE050,RESORT FEE,2,12.10.2011 21:53,132.54,71401.0,Greece
553650,SPA100,SPA TREATMENT,1,16.04.2011 18:00,28.03,73925.0,Mexico
546211,TOU210,CITY WALKING TOUR,1,15.04.2011 10:51,46.28,71464.0,Italy
553611,FNB110,BREAKFAST PACKAGE,7,29.12.2010 18:00,27.54,73901.0,USA-NYC
548616,FEE050,RESORT FEE,3,27.10.2011 10:05,70.08,72108.0,Costa Rica
542216,HTL202,HOTEL NIGHT OCEAN VIEW,3,30.10.2011 02:49,196.31,,United Kingdom
543051,FNB220,DINNER EXPERIENCE,1,24.07.2011 10:28,120.74,71233.0,Mexico
543099,HTL101,HOTEL NIGHT GARDEN VIEW,1,20.02.2011 08:55,77.73,,Spain
552851,TOU540,SUNSET CATAMARAN,4,05.12.2010 18:57,44.56,73373.0,USA-Orlando
549861,SPA100,SPA TREATMENT,2,02.04.2011 20:58,73.35,72492.0,Spain
543467,TOU210,CITY WALKING TOUR,2,23.05.2011 05:28,285.18,71263.0,USA-Orlando
542635,HTL202,HOTEL NIGHT OCEAN VIEW,1,22.11.2011 18:00,217.12,,Mexico
542730,HTL101,HOTEL NIGHT GARDEN VIEW,1,16.02.2011 09:07,118.49,71207.0,Spain
540577,TOU320,VOLCANO DAY TRIP,4,10.05.2011 10:41,87.52,,Dominican Republic
541727,FNB110,BREAKFAST PACKAGE,1,05.04.2011 05:40,147.99,,Costa Rica
545997,TOU320,VOLCANO DAY TRIP,1,30.10.2011 10:50,252.98,71449.0,Spain
547823,SPA100,SPA TREATMENT,1,03.12.2011 18:00,48.97,,Italy
543828,FNB110,,2,13.04.2011 08:28,232.82,71292.0,Italy
547606,FNB110,BREAKFAST PACKAGE,1,10.11.2011 02:01,75.83,,Mexico
547054,TOU430,CANOPY ZIPLINE,4,31.05.2011 11:39,242.18,71526.0,Dominican Republic
548084,HTL202,HOTEL NIGHT OCEAN VIEW,1,14.11.2011 18:00,19.05,71836.0,United Kingdom
545195,HTL303,SUITE NIGHT,1,29.11.2011 18:00,86.79,71393.0,Costa Rica
552410,HTL303,,3,20.06.2011 16:51,31.16,73137.0,Costa Rica
551691,TOU210,CITY WALKING TOUR,2,07.03.2011 06:21,130.18,72954.0,Costa Rica
551151,TRF100,AIRPORT TRANSFER,1,09.07.2011 10:03,112.52,72815.0,Dominican Republic
