country,region,year,quarter,income_group,primary_export_sector,currency_regime,imf_program_active,population,gdp_per_capita_usd,exports_pct_gdp,imports_pct_gdp,tourism_arrivals_millions,tourism_revenue_pct_gdp,fdi_inflow_pct_gdp,inflation_rate_pct,unemployment_rate_pct,central_bank_rate_pct,government_debt_pct_gdp,fiscal_balance_pct_gdp,trade_balance_pct_gdp,commodity_export_price_index,exchange_rate_volatility_index,education_spending_pct_gdp,political_stability_index,natural_disaster_event,disaster_damage_pct_gdp,imf_next_year_growth_forecast_pct,gdp_growth_rate_pct
Guyana,South America,2013,Q4,High income,Mining & Extractives,Floating,No,"784,200 people","$13,846",41.6%,58.5%,0.33 million visitors,0.5%,3.4%,10.5%,2.2%,12.1%,39.3%,(2.9%),(16.5%),104.8,49.6,4.5%,-0.28,No,..,9.9%,10.3%
paraguay,South America,2010,Q4,Upper middle income,Agriculture & Agro-exports,Managed Float,No,"6,747,215 people","$5,799",37.8%,42.4%,1.06 million visitors,3.9%,1.2%,5.7%,7.4%,8.2%,32.4%,(2.5%),(5.2%),112.3,50.2,4.0%,-0.1,No,..,5.6%,4.0%
Guyana,South America,2017,Q2,High income,Mining & Extractives,Floating,No,"842,832 people","$13,100",35.6%,34.3%,0.05 million visitors,0.5%,5.0%,10.3%,9.3%,13.1%,39.0%,(3.5%),1.5%,113.6,34.2,4.9%,-0.15,No,..,10.6%,10.8%
Belize,Central America,2019,Q2,Upper middle income,Tourism & Services,Pegged (Dollarized),Yes,"445,564 people","$4,639",35.0%,39.0%,2.40 million visitors,7.6%,5.1%,3.6%,11.8%,6.3%,90.7%,(0.4%),(4.9%),69.5,18.6,3.0%,0.23,No,..,(1.8%),0.5%
Dominican Republic,Caribbean,2018,Q3,Upper middle income,Tourism & Services,Managed Float,No,"10,714,926 people","$8,663",28.1%,23.4%,..,3.6%,..,4.8%,9.1%,6.1%,46.4%,(4.5%),6.3%,98.1,39.7,3.6%,0.45,No,..,4.9%,5.3%
Ecuador,South America,2014,Q1,Upper middle income,Mining & Extractives,Pegged (Dollarized),No,"17,352,164 people","$6,699",32.3%,46.4%,1.10 million visitors,3.1%,3.8%,4.0%,7.2%,6.5%,67.2%,(3.0%),(14.6%),86.7,13.6,..,-0.67,No,..,1.1%,2.2%
Panama,Central America,2013,Q1,High income,Trade & Logistics,Pegged (Dollarized),No,"4,218,731 people","$15,193",27.9%,24.0%,1.59 million visitors,2.6%,(1.3%),3.3%,5.2%,6.1%,54.9%,(0.6%),4.4%,107.8,2.0,5.3%,1.07,No,..,2.1%,4.4%
costa rica,Central America,2019,Q1,Upper middle income,Tourism & Services,Managed Float,No,"5,020,927 people","$12,664",28.8%,33.8%,2.88 million visitors,8.4%,2.7%,3.7%,8.6%,5.1%,54.3%,(0.3%),(5.0%),87.4,43.6,3.4%,1.14,No,..,4.2%,5.0%
Costa Rica,Central America,2017,Q3,Upper middle income,Tourism & Services,Managed Float,No,"4,969,160 people","$12,030",31.8%,33.3%,3.64 million visitors,6.9%,4.1%,8.4%,7.9%,9.9%,54.0%,(4.7%),(2.1%),89.7,34.0,3.3%,0.89,No,..,8.3%,6.7%
 Jamaica ,Caribbean,2017,Q2,Upper middle income,Tourism & Services,Floating,No,"2,852,781 people","$5,498",31.0%,29.5%,3.49 million visitors,6.5%,1.0%,6.3%,7.5%,8.3%,100.0%,(2.8%),2.5%,109.6,23.9,..,-0.84,No,..,(2.5%),(0.9%)
Paraguay,South America,2003,Q3,Upper middle income,Agriculture & Agro-exports,Managed Float,No,"6,828,358 people","$7,489",33.1%,25.2%,0.05 million visitors,1.3%,(0.7%),7.1%,9.7%,7.9%,30.0%,(2.8%),8.3%,99.5,26.1,3.9%,-0.08,No,..,3.5%,3.2%
El  Salvador,Central America,2010,Q1,Lower middle income,Manufacturing & Trade,Pegged (Dollarized),No,"6,256,655 people","$4,008",35.3%,56.2%,1.06 million visitors,4.3%,0.3%,3.5%,9.3%,5.4%,75.9%,(1.5%),(21.0%),96.5,12.5,5.8%,-0.07,Yes,1.2%,(0.5%),(0.4%)
bolivia,South America,2012,Q1,Lower middle income,Mining & Extractives,Managed Float,No,"11,418,359 people","$3,236",44.8%,43.9%,0.47 million visitors,5.2%,2.4%,6.0%,9.9%,7.5%,48.8%,(3.1%),0.4%,93.8,37.7,4.1%,-0.11,No,..,2.8%,3.0%
paraguay,South America,2007,Q1,Upper middle income,Agriculture & Agro-exports,Managed Float,No,"6,772,967 people","$6,161",26.1%,33.1%,0.05 million visitors,1.5%,3.9%,6.4%,8.9%,10.1%,31.2%,(5.7%),(8.1%),106.9,29.6,3.6%,-0.12,No,..,1.1%,1.3%
El  Salvador,Central America,2014,Q2,Lower middle income,Manufacturing & Trade,Pegged (Dollarized),Yes,"6,263,246 people","$4,568",36.2%,39.0%,..,2.3%,2.0%,4.6%,5.6%,5.8%,80.3%,(2.6%),(2.5%),92.7,25.1,5.7%,-0.71,No,..,(0.1%),0.7%
 Ecuador ,South America,2021,Q4,Upper middle income,Mining & Extractives,Pegged (Dollarized),No,"17,433,754 people","$6,992",32.4%,30.6%,0.82 million visitors,2.5%,3.7%,3.1%,7.2%,4.3%,64.7%,(5.3%),2.0%,69.4,18.7,4.9%,-0.78,No,..,1.0%,1.5%
Uruguay,South America,2005,Q1,High income,Agriculture & Agro-exports,Floating,No,"3,345,804 people","$17,452",38.1%,38.2%,1.40 million visitors,0.5%,0.9%,3.7%,6.6%,4.6%,60.3%,(0.2%),0.7%,98.6,39.7,4.8%,0.71,No,..,2.9%,1.6%
COSTA RICA,Central America,2015,Q1,Upper middle income,Tourism & Services,Managed Float,No,"4,949,480 people","$12,668",27.4%,34.9%,4.42 million visitors,10.7%,3.7%,4.0%,9.5%,4.8%,52.5%,(5.1%),(8.7%),90.7,41.2,4.9%,0.35,No,..,2.9%,2.6%
 Belize ,Central America,2020,Q3,Upper middle income,Tourism & Services,Pegged (Dollarized),No,"400,999 people","$4,789",35.4%,51.5%,2.10 million visitors,6.6%,3.9%,3.7%,8.1%,4.1%,89.9%,(6.8%),(14.6%),69.0,2.0,3.1%,0.57,No,..,0.6%,0.2%
Uruguay,South America,2010,Q4,High income,Agriculture & Agro-exports,Floating,Yes,"3,348,453 people","$16,951",35.8%,56.9%,1.22 million visitors,2.8%,(1.9%),6.2%,5.8%,9.6%,69.4%,(1.0%),(21.9%),85.4,29.1,2.7%,1.52,No,..,1.5%,3.1%
Ecuador,South America,2015,Q4,Upper middle income,Mining & Extractives,Pegged (Dollarized),No,"17,492,129 people","$7,056",36.3%,37.5%,1.00 million visitors,1.9%,0.6%,3.7%,1.5%,5.6%,66.6%,(4.2%),(1.8%),85.6,19.9,5.2%,-0.96,No,..,(1.4%),(1.2%)
 Jamaica ,Caribbean,2012,Q4,Upper middle income,Tourism & Services,Floating,Yes,"2,821,984 people","$6,309",28.0%,32.1%,2.33 million visitors,4.9%,..,2.2%,11.1%,3.8%,93.6%,(2.9%),(3.0%),112.1,52.8,5.9%,-0.31,Yes,1.0%,(0.9%),(0.1%)
GUATEMALA,Central America,2013,Q2,Upper middle income,Agriculture & Agro-exports,Floating,No,"16,470,631 people","$3,616",34.3%,44.2%,0.98 million visitors,3.1%,2.6%,5.9%,11.4%,11.6%,40.4%,(4.2%),(9.8%),113.7,49.0,7.4%,-0.66,No,..,2.6%,2.7%
el salvador,Central America,2023,Q3,Lower middle income,Manufacturing & Trade,Pegged (Dollarized),No,"6,320,359 people","$4,063",31.4%,33.0%,0.51 million visitors,0.5%,1.4%,6.2%,5.7%,7.5%,85.1%,(4.4%),(2.2%),105.8,13.4,4.8%,-0.77,No,..,1.2%,0.7%
Belize,Central America,2003,Q3,Upper middle income,Tourism & Services,Pegged (Dollarized),No,"389,959 people","$5,447",41.7%,40.6%,1.73 million visitors,7.3%,..,5.2%,8.7%,7.8%,86.7%,(3.6%),(0.3%),94.2,12.5,5.2%,-0.01,No,..,(0.5%),(0.1%)
 Honduras ,Central America,2004,Q2,Lower middle income,Agriculture & Agro-exports,Floating,No,"9,578,240 people","$3,446",50.9%,51.8%,0.82 million visitors,2.2%,5.9%,1.7%,7.0%,1.8%,47.3%,(4.9%),(2.5%),97.5,31.9,4.9%,-1.04,No,..,1.1%,1.2%
Dominican  Republic,Caribbean,2019,Q1,Upper middle income,Tourism & Services,Managed Float,No,"10,818,224 people","$8,222",35.4%,40.9%,2.10 million visitors,5.4%,7.3%,7.7%,7.6%,9.4%,47.2%,0.7%,(6.0%),97.1,44.5,6.1%,0.54,Yes,4.9%,2.6%,1.7%
Uruguay,South America,2023,Q1,High income,Agriculture & Agro-exports,Floating,No,"3,396,537 people","$17,163",35.9%,33.9%,0.38 million visitors,1.6%,(0.8%),7.0%,7.6%,7.7%,82.9%,(4.8%),3.0%,97.4,47.8,6.6%,1.59,No,..,1.8%,1.8%
PANAMA,Central America,2004,Q3,High income,Trade & Logistics,Pegged (Dollarized),Yes,"4,152,218 people","$14,972",30.9%,38.0%,2.03 million visitors,3.1%,..,2.4%,6.5%,6.9%,52.1%,0.4%,(5.6%),97.5,37.7,4.9%,0.45,No,..,4.5%,4.1%
 Guyana ,South America,2011,Q2,High income,Mining & Extractives,Floating,Yes,"861,546 people","$14,099",38.3%,50.9%,0.60 million visitors,0.5%,1.8%,7.5%,9.4%,6.9%,43.2%,(2.8%),(14.8%),99.7,32.3,5.2%,-0.31,No,..,11.0%,11.1%
guyana,South America,2015,Q1,High income,Mining & Extractives,Floating,No,"800,230 people","$14,536",40.2%,46.0%,0.42 million visitors,2.3%,6.1%,5.0%,9.9%,8.3%,35.3%,(4.0%),(6.4%),110.4,45.0,3.8%,-0.4,No,..,10.1%,10.2%
HONDURAS,Central America,2016,Q2,Lower middle income,Agriculture & Agro-exports,Floating,No,"9,504,574 people","$1,952",39.5%,48.2%,1.11 million visitors,3.0%,4.4%,4.8%,8.6%,4.9%,53.9%,(6.7%),(7.1%),87.0,46.2,..,-0.27,No,..,(0.3%),2.2%
JAMAICA,Caribbean,2017,Q1,Upper middle income,Tourism & Services,Floating,Yes,"2,780,233 people","$4,851",44.9%,57.3%,1.96 million visitors,7.0%,1.9%,6.8%,10.0%,8.1%,100.0%,(3.4%),(11.1%),109.6,42.4,4.3%,-0.13,No,..,(0.5%),(0.2%)
Trinidad  and  Tobago,Caribbean,2007,Q1,High income,Mining & Extractives,Floating,No,"1,379,148 people","$15,552",49.9%,49.8%,0.07 million visitors,0.5%,(1.3%),4.9%,7.1%,7.4%,62.7%,(1.9%),0.5%,89.0,22.2,3.7%,0.54,No,..,0.6%,(0.0%)
costa rica,Central America,2010,Q3,Upper middle income,Tourism & Services,Managed Float,No,"5,042,439 people","$11,889",37.6%,32.6%,3.27 million visitors,8.6%,(0.0%),4.7%,6.1%,6.2%,52.7%,(1.7%),6.3%,101.8,45.0,4.3%,1.25,No,..,4.6%,5.1%
 Dominican Republic ,Caribbean,2011,Q3,Upper middle income,Tourism & Services,Managed Float,No,"10,787,919 people","$7,316",24.6%,31.9%,2.53 million visitors,7.1%,1.4%,2.2%,4.6%,3.6%,47.6%,(2.7%),(7.8%),95.0,30.7,5.8%,-0.69,No,..,7.6%,5.8%
Belize,Central America,2004,Q4,Upper middle income,Tourism & Services,Pegged (Dollarized),No,"292,503 people","$5,065",33.4%,29.4%,..,8.2%,2.8%,6.0%,10.4%,10.3%,86.2%,(2.4%),1.8%,86.2,2.0,6.1%,-0.55,No,..,4.1%,2.8%
belize,Central America,2013,Q1,Upper middle income,Tourism & Services,Pegged (Dollarized),No,"430,923 people","$5,031",38.7%,54.0%,2.11 million visitors,8.1%,5.1%,4.7%,5.4%,7.0%,89.4%,(2.8%),(13.9%),84.9,6.5,5.8%,-0.11,No,..,7.0%,3.9%
DOMINICAN REPUBLIC,Caribbean,2021,Q1,Upper middle income,Tourism & Services,Managed Float,Yes,"10,818,438 people","$8,804",41.1%,32.2%,2.98 million visitors,7.6%,1.1%,4.3%,9.8%,5.6%,48.7%,(1.5%),8.5%,95.8,36.2,4.9%,-0.36,No,..,4.8%,4.0%
Panama,Central America,2023,Q2,High income,Trade & Logistics,Pegged (Dollarized),No,"4,203,815 people","$14,828",36.4%,55.9%,2.16 million visitors,5.3%,0.4%,3.0%,8.6%,5.4%,57.1%,(3.4%),(21.8%),94.3,42.9,4.0%,0.6,No,..,5.4%,4.6%
DOMINICAN REPUBLIC,Caribbean,2021,Q4,Upper middle income,Tourism & Services,Managed Float,Yes,"10,911,354 people","$9,417",37.7%,51.8%,3.44 million visitors,6.1%,2.9%,5.3%,9.4%,9.0%,48.7%,(7.7%),(14.0%),95.8,34.2,3.8%,0.17,No,..,3.3%,3.4%
DOMINICAN REPUBLIC,Caribbean,2014,Q1,Upper middle income,Tourism & Services,Managed Float,No,"10,837,965 people","$7,966",35.8%,44.7%,2.07 million visitors,8.6%,4.6%,0.4%,8.8%,2.3%,48.1%,(0.3%),(7.7%),94.5,36.6,4.2%,0.0,No,..,4.9%,4.9%
Guatemala,Central America,2009,Q1,Upper middle income,Agriculture & Agro-exports,Floating,No,"16,494,225 people","$3,857",40.8%,46.4%,0.57 million visitors,1.2%,3.2%,3.3%,5.6%,6.9%,36.2%,(7.1%),(4.9%),112.6,22.6,3.5%,-0.38,No,..,2.6%,2.9%
dominican republic,Caribbean,2017,Q1,Upper middle income,Tourism & Services,Managed Float,No,"10,827,535 people","$8,611",31.9%,41.2%,2.03 million visitors,9.7%,2.5%,3.2%,6.8%,3.7%,45.6%,(3.1%),(10.8%),95.9,44.7,6.0%,0.03,Yes,1.1%,7.3%,4.5%
 Uruguay ,South America,2013,Q3,High income,Agriculture & Agro-exports,Floating,No,"3,421,928 people","$17,349",44.3%,57.1%,0.05 million visitors,0.5%,2.1%,2.5%,8.8%,6.7%,71.0%,(2.8%),(12.8%),85.3,46.9,3.8%,0.78,No,..,0.8%,(0.2%)
 Trinidad and Tobago ,Caribbean,2003,Q3,High income,Mining & Extractives,Floating,No,"1,428,565 people","$16,805",36.5%,37.0%,0.45 million visitors,0.5%,4.1%,2.4%,3.2%,6.1%,59.0%,(6.3%),(1.2%),95.7,56.9,5.0%,-0.11,No,..,1.2%,2.3%
 Paraguay ,South America,2008,Q3,Upper middle income,Agriculture & Agro-exports,Managed Float,No,"6,754,931 people","$6,292",33.1%,31.3%,1.02 million visitors,2.1%,9.0%,7.3%,8.7%,8.5%,33.4%,(4.1%),1.1%,114.6,31.7,5.8%,-0.43,No,..,4.6%,3.3%
Bolivia,South America,2010,Q4,Lower middle income,Mining & Extractives,Managed Float,No,"11,476,097 people","$3,328",45.7%,57.4%,1.28 million visitors,0.5%,7.0%,2.5%,6.8%,4.8%,43.6%,(2.0%),(9.9%),89.6,23.8,4.4%,-0.55,No,..,(1.6%),(0.7%)
 Nicaragua ,Central America,2021,Q2,Lower middle income,Agriculture & Agro-exports,Managed Float,No,"6,505,744 people","$3,098",38.8%,34.3%,1.00 million visitors,1.8%,2.3%,7.4%,3.7%,9.5%,38.4%,(0.9%),5.1%,95.2,42.9,5.1%,-0.3,No,..,3.5%,2.9%
 Trinidad and Tobago ,Caribbean,2005,Q3,High income,Mining & Extractives,Floating,No,"1,423,686 people","$17,422",48.3%,41.1%,0.62 million visitors,3.3%,4.0%,4.0%,6.8%,5.8%,62.3%,(2.8%),5.9%,97.8,39.0,2.7%,0.59,No,..,1.4%,0.5%
Ecuador,South America,2019,Q4,Upper middle income,Mining & Extractives,Pegged (Dollarized),No,"17,486,680 people","$6,886",33.1%,41.2%,1.08 million visitors,0.5%,4.7%,7.5%,4.1%,10.5%,62.7%,(2.4%),(9.8%),81.8,21.8,5.5%,-0.54,No,..,0.3%,(0.2%)
EL SALVADOR,Central America,2013,Q2,Lower middle income,Manufacturing & Trade,Pegged (Dollarized),No,"6,263,444 people","$4,188",37.5%,38.6%,1.57 million visitors,1.5%,1.8%,7.1%,9.3%,8.1%,83.4%,(5.0%),(2.0%),91.2,42.5,5.1%,-0.16,No,..,3.7%,2.3%
ECUADOR,South America,2010,Q4,Upper middle income,Mining & Extractives,Pegged (Dollarized),No,"17,489,071 people","$7,136",40.1%,41.3%,1.81 million visitors,1.5%,5.6%,8.1%,6.7%,10.1%,66.7%,(1.3%),(0.8%),92.1,17.3,2.8%,-0.46,No,..,2.4%,1.9%
BELIZE,Central America,2006,Q4,Upper middle income,Tourism & Services,Pegged (Dollarized),No,"358,181 people","$5,064",32.4%,34.8%,2.83 million visitors,7.7%,6.2%,4.6%,11.4%,3.4%,88.1%,(4.7%),(2.4%),87.8,4.7,3.3%,-0.37,No,..,1.6%,(0.2%)
PARAGUAY,South America,2005,Q4,Upper middle income,Agriculture & Agro-exports,Managed Float,No,"6,732,931 people","$5,475",35.3%,38.4%,0.49 million visitors,1.1%,0.7%,5.9%,10.3%,8.2%,27.9%,(1.6%),(2.8%),104.2,38.0,3.6%,-0.36,No,..,4.5%,2.3%
BELIZE,Central America,2022,Q3,Upper middle income,Tourism & Services,Pegged (Dollarized),No,"380,842 people","$5,815",34.8%,27.9%,3.02 million visitors,4.6%,2.9%,4.2%,8.4%,6.1%,89.6%,(3.0%),5.4%,69.2,3.8,4.5%,0.01,No,..,3.7%,1.6%
Belize,Central America,2008,Q2,Upper middle income,Tourism & Services,Pegged (Dollarized),No,"337,502 people","$5,827",40.6%,46.3%,2.99 million visitors,9.5%,3.8%,4.0%,4.1%,7.4%,89.2%,(5.5%),(5.4%),84.5,21.0,4.6%,0.33,No,..,(0.4%),0.7%
Dominican Republic,Caribbean,2005,Q1,Upper middle income,Tourism & Services,Managed Float,No,"10,786,423 people","$7,067",24.7%,25.3%,2.89 million visitors,5.3%,6.3%,3.0%,9.3%,4.5%,50.3%,(6.8%),0.5%,94.3,42.6,6.7%,-0.59,No,..,4.1%,3.4%
Guyana,South America,2022,Q2,High income,Mining & Extractives,Floating,No,"844,572 people","$13,223",40.5%,48.8%,0.81 million visitors,0.5%,3.0%,9.0%,5.3%,11.0%,41.9%,(4.2%),(6.3%),105.5,44.2,3.1%,-0.55,Yes,0.7%,12.7%,11.1%
Nicaragua,Central America,2010,Q1,Lower middle income,Agriculture & Agro-exports,Managed Float,No,"6,554,947 people","$1,976",44.6%,50.6%,0.19 million visitors,0.5%,0.1%,5.4%,11.3%,8.0%,37.3%,(7.8%),(6.8%),99.9,47.0,6.4%,-1.14,No,..,0.1%,1.0%
PANAMA,Central America,2021,Q4,High income,Trade & Logistics,Pegged (Dollarized),Yes,"4,246,956 people","$15,501",30.5%,37.5%,1.16 million visitors,4.5%,0.5%,6.2%,4.1%,8.5%,61.4%,(5.1%),(6.0%),94.3,17.1,5.1%,0.18,No,..,1.7%,1.6%
NICARAGUA,Central America,2008,Q3,Lower middle income,Agriculture & Agro-exports,Managed Float,No,"6,461,683 people","$1,865",44.3%,52.7%,0.05 million visitors,3.2%,(0.0%),2.8%,6.3%,6.7%,39.0%,(2.2%),(8.5%),95.8,47.9,4.3%,-0.99,No,..,(0.5%),0.7%
Paraguay,South America,2018,Q2,Upper middle income,Agriculture & Agro-exports,Managed Float,No,"6,776,860 people","$5,979",32.3%,48.7%,0.68 million visitors,1.0%,1.4%,4.3%,2.6%,4.5%,29.4%,(3.8%),(17.5%),125.0,46.6,4.3%,-0.55,No,..,2.0%,3.0%
 Bolivia ,South America,2015,Q3,Lower middle income,Mining & Extractives,Managed Float,No,"11,466,664 people","$3,256",41.3%,49.4%,1.11 million visitors,0.5%,0.4%,4.2%,4.1%,5.7%,47.9%,(4.0%),(7.8%),93.8,27.2,4.0%,0.04,No,..,1.6%,2.5%
GUYANA,South America,2006,Q3,High income,Mining & Extractives,Floating,No,"736,470 people","$14,071",45.2%,55.5%,0.15 million visitors,0.5%,2.8%,5.3%,6.4%,6.8%,37.3%,(6.2%),(9.4%),102.3,30.2,3.1%,-0.43,No,..,12.6%,10.3%
GUYANA,South America,2015,Q4,High income,Mining & Extractives,Floating,No,"831,448 people","$13,896",40.0%,51.7%,1.66 million visitors,0.5%,3.5%,5.3%,5.7%,5.8%,35.3%,(0.8%),(9.8%),110.4,32.3,3.7%,0.05,No,..,9.7%,10.9%
Nicaragua,Central America,2018,Q2,Lower middle income,Agriculture & Agro-exports,Managed Float,No,"6,425,111 people","$3,030",34.7%,45.9%,2.09 million visitors,0.5%,5.4%,4.8%,7.5%,5.6%,41.5%,(4.0%),(11.6%),105.4,33.4,3.7%,-1.45,No,..,2.5%,1.5%
 Ecuador ,South America,2010,Q1,Upper middle income,Mining & Extractives,Pegged (Dollarized),No,"17,551,730 people","$5,995",41.7%,57.6%,1.28 million visitors,2.6%,3.9%,6.4%,5.3%,8.8%,66.7%,(1.2%),(17.4%),92.1,19.5,5.2%,-0.64,No,..,2.3%,2.2%
 Trinidad and Tobago ,Caribbean,2009,Q3,High income,Mining & Extractives,Floating,No,"1,425,132 people","$14,879",40.6%,45.2%,0.24 million visitors,0.5%,0.1%,5.6%,9.1%,7.2%,62.9%,0.5%,(4.0%),95.5,30.9,4.5%,0.42,No,..,1.0%,1.6%
Guatemala,Central America,2016,Q3,Upper middle income,Agriculture & Agro-exports,Floating,No,"16,438,428 people","$5,126",39.4%,22.4%,0.91 million visitors,0.5%,3.5%,9.4%,4.2%,10.9%,44.8%,(0.1%),17.2%,115.8,45.3,5.1%,-0.68,No,..,1.9%,2.9%
Paraguay,South America,2012,Q1,Upper middle income,Agriculture & Agro-exports,Managed Float,No,"6,815,225 people","$6,909",34.4%,35.8%,0.80 million visitors,2.6%,2.7%,3.6%,10.0%,6.2%,29.9%,(2.8%),(1.2%),114.8,36.9,5.4%,0.23,No,..,3.8%,2.2%
Belize,Central America,2003,Q1,Upper middle income,Tourism & Services,Pegged (Dollarized),No,"408,007 people","$5,110",31.7%,29.7%,3.86 million visitors,5.8%,2.6%,6.5%,6.8%,9.3%,86.7%,(5.7%),1.0%,94.2,8.1,4.8%,-0.57,No,..,0.3%,(0.3%)
Guyana,South America,2015,Q3,High income,Mining & Extractives,Floating,No,"784,469 people","$12,574",40.1%,43.6%,0.05 million visitors,1.5%,3.4%,7.6%,6.7%,9.6%,35.3%,(2.2%),(4.1%),110.4,33.9,5.4%,-0.57,No,..,10.9%,11.3%
jamaica,Caribbean,2018,Q1,Upper middle income,Tourism & Services,Floating,No,"2,857,966 people","$5,572",42.0%,40.8%,4.03 million visitors,6.7%,3.2%,7.4%,5.1%,10.1%,98.4%,(0.9%),1.8%,112.9,25.1,3.8%,-0.72,No,..,0.8%,0.1%
 Uruguay ,South America,2013,Q1,High income,Agriculture & Agro-exports,Floating,No,"3,331,353 people","$16,621",34.6%,45.4%,0.82 million visitors,2.0%,6.3%,6.7%,11.0%,8.5%,71.0%,(6.9%),(10.3%),85.3,35.8,3.3%,0.5,No,..,0.9%,1.0%
Ecuador,South America,2006,Q2,Upper middle income,Mining & Extractives,Pegged (Dollarized),No,"17,554,448 people","$5,843",48.2%,56.4%,1.23 million visitors,1.7%,2.6%,4.8%,4.4%,6.7%,59.5%,(4.3%),(6.2%),104.6,10.5,3.6%,-1.09,No,..,(0.7%),0.2%
BELIZE,Central America,2016,Q3,Upper middle income,Tourism & Services,Pegged (Dollarized),No,"384,358 people","$5,658",38.4%,46.7%,2.23 million visitors,4.5%,5.6%,5.1%,6.6%,7.2%,89.1%,(1.4%),(8.5%),82.6,18.6,4.7%,-0.41,No,..,2.4%,2.0%
Bolivia,South America,2014,Q1,Lower middle income,Mining & Extractives,Managed Float,No,"11,438,930 people","$3,365",41.5%,39.4%,0.62 million visitors,1.9%,5.7%,3.6%,6.9%,4.9%,47.1%,(4.9%),3.9%,91.7,13.3,4.5%,-0.06,No,..,5.7%,3.2%
 Uruguay ,South America,2021,Q2,High income,Agriculture & Agro-exports,Floating,No,"3,432,672 people","$16,655",32.7%,33.8%,1.13 million visitors,4.4%,4.9%,4.0%,9.4%,6.8%,81.0%,(3.8%),(0.1%),92.4,51.0,3.6%,1.51,No,..,2.6%,1.8%
Guyana,South America,2009,Q3,High income,Mining & Extractives,Floating,No,"829,375 people","$14,283",41.9%,39.8%,0.74 million visitors,0.5%,4.9%,9.4%,9.8%,10.0%,36.7%,(4.3%),3.1%,101.1,30.0,3.6%,-0.41,No,..,9.7%,9.5%
Ecuador,South America,2018,Q1,Upper middle income,Mining & Extractives,Pegged (Dollarized),No,"17,538,030 people","$6,763",35.3%,53.2%,0.67 million visitors,2.4%,5.9%,4.9%,8.6%,5.8%,65.3%,(3.0%),(17.1%),77.1,15.6,4.1%,-0.85,No,..,2.3%,(0.3%)
Nicaragua,Central America,2006,Q4,Lower middle income,Agriculture & Agro-exports,Managed Float,No,"6,479,004 people","$2,101",39.1%,45.2%,0.05 million visitors,6.7%,3.8%,6.9%,4.3%,8.5%,38.2%,0.6%,(6.8%),95.0,26.9,3.9%,-1.39,No,..,0.6%,1.1%
uruguay,South America,2007,Q1,High income,Agriculture & Agro-exports,Floating,No,"3,404,296 people","$16,595",36.6%,53.6%,0.63 million visitors,4.2%,1.7%,7.1%,1.7%,6.8%,62.2%,(4.0%),(18.1%),93.6,35.6,5.1%,1.08,No,..,3.0%,3.5%
 Nicaragua ,Central America,2019,Q3,Lower middle income,Agriculture & Agro-exports,Managed Float,No,"6,522,932 people","$3,429",40.7%,40.2%,0.25 million visitors,1.2%,7.4%,5.5%,10.4%,8.6%,41.1%,(2.9%),(1.1%),102.2,22.9,..,-1.68,No,..,2.4%,0.8%
Costa Rica,Central America,2007,Q1,Upper middle income,Tourism & Services,Managed Float,No,"5,008,658 people","$12,549",38.2%,48.1%,2.63 million visitors,7.6%,3.0%,4.7%,8.5%,5.2%,50.1%,(3.5%),(9.3%),101.2,51.1,6.4%,0.36,No,..,1.0%,2.5%
URUGUAY,South America,2015,Q4,High income,Agriculture & Agro-exports,Floating,No,"3,390,629 people","$17,240",30.5%,36.2%,1.26 million visitors,3.0%,4.3%,2.7%,4.4%,6.1%,76.1%,(0.1%),(5.9%),85.8,46.7,3.7%,1.18,No,..,1.5%,1.2%
El Salvador,Central America,2006,Q1,Lower middle income,Manufacturing & Trade,Pegged (Dollarized),Yes,"6,323,050 people","$4,904",36.8%,42.9%,0.68 million visitors,4.9%,5.5%,7.9%,11.0%,11.9%,72.9%,(0.7%),(5.7%),107.6,30.7,4.2%,-0.44,No,..,2.3%,0.6%
 Trinidad and Tobago ,Caribbean,2008,Q1,High income,Mining & Extractives,Floating,No,"1,445,160 people","$17,019",41.2%,38.8%,1.29 million visitors,0.5%,0.1%,3.8%,12.1%,4.9%,62.7%,(4.7%),2.4%,93.4,24.3,4.1%,-0.0,No,..,(0.4%),(1.0%)
Nicaragua,Central America,2012,Q3,Lower middle income,Agriculture & Agro-exports,Managed Float,No,"6,507,094 people","$1,719",36.4%,48.8%,1.42 million visitors,0.5%,3.2%,7.2%,11.7%,9.5%,39.2%,(4.3%),(13.1%),102.7,36.6,4.1%,-1.48,No,..,1.4%,1.5%
Nicaragua,Central America,2011,Q2,Lower middle income,Agriculture & Agro-exports,Managed Float,No,"6,572,369 people","$2,911",31.7%,38.7%,0.17 million visitors,1.7%,2.4%,2.8%,10.5%,5.3%,38.8%,(6.5%),(8.7%),103.9,38.4,4.8%,-1.27,Yes,2.8%,3.1%,1.5%
JAMAICA,Caribbean,2015,Q3,Upper middle income,Tourism & Services,Floating,No,"2,851,536 people","$6,379",32.3%,34.8%,2.88 million visitors,10.4%,..,4.4%,5.4%,6.3%,97.5%,(2.7%),(2.8%),117.2,44.6,3.7%,-0.37,No,..,3.6%,2.3%
