priority,weapon,injury,offense,time-band,location,district,repeat-site,witness,cctv,alcohol,gang-flag,juvenile,domestic,vehicle,weekday,shift,precinct-size,report-delay,officer-count,clearance,file-flag
p,k,n,d,d,s,f,f,t,f,f,f,f,f,t,f,b,l,i,o,c,i
p,u,n,a,e,t,e,f,f,f,f,f,f,f,t,t,b,m,i,o,?,i
r,n,n,t,d,t,c,f,f,t,f,f,f,t,f,t,b,l,s,m,c,i
p,o,m,t,e,h,b,f,f,f,t,f,f,f,f,t,b,m,i,o,c,i
p,u,n,d,d,s,b,t,t,f,t,f,f,f,t,t,c,m,s,m,?,i
r,k,n,t,d,h,b,f,f,f,f,f,f,f,t,f,c,m,i,m,c,i
r,n,n,r,d,h,d,f,f,f,f,t,f,f,f,t,b,s,s,o,c,i
p,k,m,a,n,h,f,t,f,f,f,f,f,f,f,f,b,l,s,m,?,i
r,n,n,h,e,s,d,f,f,t,f,f,f,t,f,t,b,m,l,m,o,i
p,o,m,b,d,s,c,f,f,t,f,f,f,f,t,t,b,m,i,o,?,i
p,k,n,b,d,s,b,f,t,t,f,f,f,f,f,t,b,s,i,o,?,i
p,u,m,d,e,h,d,f,f,f,f,f,f,f,f,f,c,s,i,o,o,i
p,k,m,h,e,h,b,f,t,t,f,f,f,f,t,t,a,l,i,o,o,i
p,k,m,b,d,p,a,f,f,f,f,f,f,f,f,t,b,m,i,o,c,i
p,f,m,v,d,s,a,f,f,f,f,f,t,f,t,t,c,l,s,m,o,i
p,k,n,r,e,c,e,f,t,f,f,f,f,f,f,f,a,s,i,m,o,i
r,u,n,a,e,s,c,f,f,f,t,f,f,f,t,f,a,s,i,o,c,i
r,n,m,t,n,s,f,f,f,f,f,f,f,f,t,t,c,l,i,o,?,i
r,u,n,v,e,c,c,f,f,f,f,f,f,f,t,f,c,m,l,o,o,i
p,o,n,v,e,s,d,f,f,t,f,f,f,f,f,t,b,l,i,o,?,i
p,u,m,t,e,t,e,f,t,f,t,f,t,f,f,t,a,l,l,m,?,i
r,k,n,t,e,t,f,t,f,t,f,f,f,f,t,t,a,m,s,o,?,i
p,o,n,v,e,s,a,f,t,t,f,f,f,f,f,t,c,m,s,o,o,i
r,n,f,t,d,s,b,f,f,t,t,f,f,f,f,t,c,l,i,o,c,i
p,o,n,r,n,s,a,t,f,t,t,f,f,f,f,f,a,l,s,o,o,i
r,n,n,v,d,t,c,t,f,f,f,f,f,f,t,f,a,m,i,m,o,i
r,n,n,a,e,s,a,t,t,f,f,f,f,f,f,t,a,l,s,m,?,i
r,n,n,t,e,c,d,f,t,f,f,f,f,f,f,t,a,m,i,o,c,i
p,n,m,a,n,s,b,f,t,f,f,f,f,f,f,t,a,m,i,m,o,i
p,n,m,a,d,h,f,f,t,f,f,f,f,f,f,t,b,m,i,m,o,i
p,o,n,r,n,s,e,f,f,f,f,f,f,t,t,t,a,s,s,m,?,i
r,n,n,v,d,p,e,f,t,f,f,t,f,f,f,f,b,m,i,o,?,i
p,f,n,d,d,c,d,f,f,f,f,f,f,f,t,t,b,m,i,o,o,i
r,n,n,t,n,s,a,f,f,f,f,f,f,f,t,t,a,m,s,m,o,i
p,o,m,v,d,s,a,f,f,t,t,f,f,f,f,t,b,l,l,m,?,i
p,o,n,a,e,h,c,f,f,t,f,f,f,f,f,t,c,m,l,o,o,i
p,n,n,d,e,h,f,t,f,f,f,f,t,t,f,f,a,m,l,m,c,i
p,f,m,t,n,p,a,t,f,t,f,f,f,f,f,f,c,m,s,m,c,i
p,u,m,b,n,h,c,f,f,t,t,f,t,t,f,t,a,s,s,o,o,i
r,o,n,b,d,t,e,f,f,t,t,f,f,f,f,t,b,m,s,m,c,i
r,n,m,a,n,s,b,f,t,t,f,f,f,f,t,f,b,l,s,m,o,i
p,k,n,h,d,p,f,f,f,t,t,f,t,f,t,t,c,l,s,m,?,i
p,o,n,t,e,t,f,f,f,t,f,f,f,f,f,f,b,m,i,m,?,i
p,n,n,t,n,c,a,t,t,f,t,f,f,f,t,t,a,m,l,o,?,i
p,o,m,r,e,t,d,t,t,f,t,f,f,f,f,t,c,m,i,o,?,i
p,n,s,b,e,h,a,f,f,t,f,f,f,f,t,t,c,l,s,o,c,i
r,o,n,t,n,c,c,f,f,t,f,f,f,f,f,t,b,l,s,o,?,i
r,n,n,a,e,s,f,f,f,f,f,f,t,f,t,f,b,m,l,o,c,i
r,n,m,t,n,s,a,f,t,f,f,f,f,f,f,f,a,m,i,m,o,i
p,u,n,d,d,h,f,f,f,f,f,t,f,f,t,t,a,l,i,o,?,i
r,u,n,b,d,p,f,f,t,f,t,f,f,f,f,f,c,m,i,m,?,i
r,u,n,t,n,t,d,t,f,t,f,f,t,f,t,t,a,l,s,o,o,i
p,u,s,a,d,h,b,f,t,t,f,f,f,f,f,t,b,s,i,o,o,i
p,n,m,d,e,p,b,t,t,f,t,f,f,f,f,t,c,m,s,m,?,i
p,n,s,d,n,c,c,f,f,f,f,f,f,f,f,t,b,l,s,o,o,i
r,n,n,t,e,c,a,f,f,f,t,f,f,f,f,t,b,m,i,m,c,i
r,k,n,r,d,s,a,f,f,t,t,f,f,f,t,t,a,l,i,o,o,i
r,n,n,t,d,h,a,t,f,t,f,f,f,f,t,f,b,s,s,m,o,i
p,u,n,t,d,h,d,t,t,f,t,f,f,t,t,f,b,l,l,o,o,i
p,n,n,d,d,c,a,t,t,f,t,f,f,f,f,f,b,s,l,o,c,i
r,n,m,d,d,h,b,f,f,t,f,f,f,f,f,f,b,m,s,m,o,i
r,n,m,t,n,p,d,f,t,t,f,f,f,f,f,t,b,s,i,o,?,i
p,n,m,d,d,t,a,t,f,f,f,f,f,f,f,t,a,l,i,o,?,i
r,n,n,v,n,h,b,f,f,t,t,f,f,f,f,t,b,m,l,o,c,i
p,f,n,v,n,c,a,f,f,f,f,f,t,f,f,t,b,l,s,m,o,i
r,n,n,v,d,h,a,t,t,t,f,f,f,t,t,t,b,l,i,m,?,i
p,k,n,b,n,c,b,f,f,t,t,f,f,f,f,t,a,m,s,m,o,i
p,u,n,d,d,h,a,f,f,f,f,f,f,f,f,t,c,l,i,m,c,i
r,k,n,t,e,t,c,f,f,f,f,f,f,f,f,f,c,m,s,m,c,i
p,f,s,b,n,p,a,f,f,f,t,f,f,f,f,t,c,l,s,o,?,i
p,n,n,a,n,c,b,f,t,f,f,t,t,f,f,t,a,s,l,o,c,i
r,n,n,d,d,s,e,f,t,t,t,f,t,f,f,f,b,m,i,m,o,i
r,n,n,t,d,h,d,t,f,f,f,f,f,f,t,t,b,l,i,m,?,i
p,u,m,a,d,p,c,t,f,t,f,f,f,t,t,t,c,m,s,m,o,i
r,k,n,v,n,t,f,f,t,t,f,f,f,f,f,t,b,l,s,o,?,i
p,n,n,a,d,t,e,t,f,t,f,f,t,f,f,f,b,m,s,m,o,i
r,n,n,t,e,c,d,f,f,t,f,f,f,t,f,f,c,m,i,m,c,i
p,o,n,t,d,c,c,f,t,f,f,f,f,f,f,t,b,l,s,o,c,i
p,f,n,v,d,s,a,t,t,f,t,f,f,f,f,t,c,m,s,m,c,i
p,k,n,a,d,c,c,f,t,t,t,f,f,f,f,t,b,m,i,m,o,i
p,u,n,a,d,h,c,f,f,f,f,f,f,f,f,t,b,s,i,o,?,i
r,f,m,b,e,p,f,t,f,t,f,f,f,f,f,t,a,m,i,m,o,i
p,f,n,d,e,s,f,t,t,f,t,f,f,f,f,t,c,l,i,o,o,i
r,n,n,v,e,t,a,t,t,f,f,f,f,t,f,t,b,m,i,o,c,i
r,n,n,t,e,h,f,f,t,t,f,f,f,f,f,f,c,m,i,o,c,i
p,u,m,d,d,s,e,f,f,f,f,f,f,t,f,t,b,s,i,o,?,i
r,k,n,d,n,h,d,f,f,f,f,f,f,f,t,f,a,s,l,m,o,i
r,n,n,v,e,c,f,t,t,f,f,f,f,f,f,f,a,m,s,m,o,i
r,k,n,b,e,c,b,t,f,f,f,f,f,f,t,t,b,s,i,m,c,i
r,n,f,t,d,c,c,f,t,t,f,f,f,f,f,t,c,m,s,o,o,i
p,o,n,v,d,h,f,t,f,f,f,f,f,f,f,t,b,m,s,o,c,i
r,n,s,b,n,s,a,f,f,f,f,f,f,f,f,f,b,m,i,m,?,i
p,o,s,a,n,p,d,f,f,f,f,t,f,f,t,t,a,l,i,o,o,i
r,k,n,t,d,t,e,f,f,f,f,t,t,f,f,t,c,m,s,m,o,i
r,n,n,t,d,c,f,f,f,f,f,f,f,f,f,t,a,m,l,o,c,i
p,n,n,r,d,s,b,f,f,f,f,f,t,t,t,t,a,s,i,o,o,i
p,o,f,t,e,c,d,f,f,f,f,f,f,f,f,f,c,s,s,o,c,i
r,n,n,r,d,s,a,f,f,f,f,f,f,f,t,f,a,l,i,o,?,i
r,n,n,v,n,t,f,t,t,f,f,t,f,f,f,t,a,l,i,m,c,i
p,f,n,a,d,s,c,f,f,t,f,f,f,f,f,f,a,m,s,m,?,i
p,n,m,t,n,s,d,f,f,f,f,f,f,f,f,t,a,l,i,o,o,i
p,n,n,t,d,s,e,t,f,t,f,f,f,t,t,f,b,l,i,o,?,i
r,n,n,a,d,c,c,f,f,f,f,f,f,f,f,t,b,l,l,o,o,i
r,o,n,v,d,c,c,f,f,t,f,f,f,f,f,f,a,m,s,o,?,i
r,n,n,r,d,c,c,f,t,t,f,f,f,f,t,t,c,m,s,o,o,i
p,n,s,d,n,h,d,t,f,f,f,f,f,f,f,t,b,m,s,o,c,i
r,n,m,h,e,p,e,f,f,f,f,f,t,f,f,t,b,m,i,o,o,i
r,n,n,t,d,h,e,f,t,f,f,f,f,f,f,t,c,m,s,m,?,i
p,n,n,r,n,s,a,f,t,f,f,f,f,f,f,t,a,m,s,o,c,i
p,n,m,b,d,c,b,f,t,f,f,f,f,f,f,t,a,m,s,o,?,i
p,n,n,b,d,h,c,f,f,t,f,f,t,f,t,f,c,l,s,o,o,i
r,n,n,a,d,h,a,f,f,t,f,f,f,f,t,t,a,m,s,o,o,i
r,u,n,a,e,h,e,f,f,f,f,f,f,f,f,t,c,s,i,o,o,i
p,n,m,r,n,c,c,f,f,f,f,f,f,f,t,t,a,m,s,o,?,i
p,n,f,r,d,s,a,f,f,f,f,f,t,f,t,t,a,m,s,m,?,i
r,u,m,a,e,h,d,f,t,f,f,f,f,f,f,t,b,s,i,o,c,i
r,u,n,t,d,h,b,f,f,f,f,t,f,f,f,t,a,l,i,o,o,i
p,f,m,b,d,c,e,f,f,t,t,f,f,f,f,t,b,m,l,o,?,i
r,n,n,v,e,s,a,f,f,t,f,f,f,f,f,t,c,l,s,m,?,i
r,n,s,b,e,s,a,f,t,f,f,f,f,f,f,t,a,l,s,o,?,i
r,n,n,t,e,s,a,f,f,t,t,t,f,f,f,t,a,m,s,o,c,i
r,n,n,a,d,h,c,f,f,f,t,f,t,f,f,t,b,l,l,m,?,i
p,n,n,v,d,s,e,f,f,f,f,t,t,t,t,t,b,s,i,m,o,i
p,k,n,v,e,c,d,f,f,f,f,f,f,f,t,t,b,l,i,o,c,i
r,n,n,t,e,s,a,t,t,t,f,f,f,t,t,t,b,m,s,m,o,i
p,k,n,b,e,h,d,f,t,t,f,f,t,f,f,t,c,l,s,m,o,i
r,n,m,a,d,h,c,f,f,f,f,f,f,f,t,f,a,l,l,o,?,i
r,n,m,r,n,h,e,f,f,f,f,f,t,f,f,f,b,m,l,o,?,i
r,o,n,t,d,c,b,t,t,t,f,f,f,f,f,t,b,m,i,m,?,i
p,u,n,r,e,c,e,f,f,t,f,f,f,f,f,t,a,m,i,o,c,i
r,n,n,d,e,c,d,t,f,f,f,f,f,f,f,t,a,m,i,o,o,i
r,k,n,a,d,h,d,f,t,f,f,f,f,f,f,f,b,m,i,o,?,i
r,n,n,a,e,h,c,f,f,f,t,f,f,f,t,t,a,m,i,m,o,i
p,n,s,t,e,s,a,f,f,f,f,f,t,f,f,t,b,m,i,m,o,i
p,f,f,t,e,h,a,f,f,f,f,f,f,f,t,t,c,l,s,m,?,i
r,n,n,d,n,p,e,f,f,f,f,f,f,t,f,t,c,m,s,o,o,i
r,n,m,h,e,s,d,t,f,t,f,f,f,f,t,t,a,m,s,m,?,i
p,k,m,t,d,s,d,f,t,f,f,f,f,f,f,t,a,m,i,m,c,i
r,n,n,d,d,c,c,f,f,f,f,f,f,f,f,t,b,m,i,o,o,i
p,n,m,t,e,h,a,f,f,t,f,t,f,f,t,t,a,m,l,m,?,i
r,n,n,b,d,t,b,f,t,f,f,f,t,f,f,t,a,m,i,o,c,i
p,u,n,r,n,s,d,t,t,f,t,f,f,f,f,f,a,m,i,o,o,i
p,k,f,a,d,p,a,f,t,f,f,f,f,f,f,t,c,l,i,o,c,i
r,n,m,b,d,c,f,f,f,f,t,f,f,f,f,f,c,m,i,m,c,i
p,n,n,r,d,c,a,f,t,f,t,f,t,f,t,t,a,s,s,o,?,i
p,k,n,t,n,h,d,f,f,f,f,f,f,t,f,t,a,s,i,o,c,i
p,n,s,h,e,s,b,f,f,f,f,f,f,f,f,t,c,l,s,o,c,i
p,k,n,t,e,s,f,f,f,f,t,f,f,f,t,t,c,m,i,o,?,i
p,f,s,t,d,c,e,f,f,t,f,f,f,f,f,t,c,s,s,m,o,i
p,n,s,d,n,s,b,f,f,f,f,f,f,f,f,t,b,m,i,m,o,i
r,n,n,a,n,s,c,f,f,f,f,t,f,t,f,t,b,m,i,o,o,i
r,n,m,a,d,s,f,f,f,f,f,f,f,f,f,t,a,m,s,o,?,i
r,n,m,t,n,p,d,t,f,f,f,f,f,f,f,t,c,m,s,o,?,i
p,n,m,t,n,s,a,f,t,t,f,f,f,f,f,t,c,l,s,m,c,i
p,u,n,t,d,h,e,f,t,f,f,t,f,f,f,t,a,s,s,o,o,i
r,n,n,a,d,c,b,t,f,t,f,f,f,f,f,t,a,s,s,o,?,i
r,k,n,b,e,p,b,f,f,f,f,f,t,f,f,f,b,s,i,m,o,i
p,f,n,a,d,c,e,t,f,t,f,f,f,f,f,t,c,l,l,m,?,i
p,n,m,d,n,h,f,f,f,f,f,f,f,f,f,f,b,m,i,o,o,i
p,n,m,d,e,s,a,f,f,f,f,f,f,f,t,f,c,s,i,m,o,i
p,n,n,a,d,s,c,t,t,f,t,f,f,f,f,f,b,l,l,m,o,i
p,f,n,h,d,s,b,f,f,f,t,f,f,f,f,f,b,l,s,o,?,i
p,n,n,d,e,h,f,f,t,t,t,f,f,f,f,t,b,l,s,o,?,i
p,f,m,d,d,h,f,f,t,f,f,t,f,f,f,f,c,m,s,m,?,i
r,u,n,v,d,h,f,f,f,f,f,f,f,f,f,t,c,m,i,m,o,i
p,f,m,t,d,h,a,f,t,f,t,f,f,f,t,t,c,m,i,m,c,i
r,u,n,t,n,c,a,f,t,t,f,f,f,f,t,f,b,m,s,o,?,i
p,f,n,d,d,s,d,f,t,f,f,f,t,f,t,t,a,m,l,m,c,i
p,o,s,b,d,t,a,f,f,t,f,f,f,f,f,t,a,m,i,o,c,i
r,o,n,d,n,p,a,t,f,t,f,f,f,f,f,f,a,l,l,o,?,i
p,f,n,v,d,s,b,t,f,f,f,f,f,t,f,f,c,m,l,o,c,i
p,o,m,t,e,h,d,f,t,t,f,f,f,f,f,t,a,m,i,o,o,i
r,u,n,a,d,t,d,t,t,f,f,f,f,f,t,f,a,m,i,o,o,i
p,n,s,h,n,t,e,f,t,t,t,t,f,t,f,t,c,m,i,o,o,i
p,k,s,t,d,h,a,f,f,f,f,f,f,f,f,t,c,l,i,o,?,i
p,k,m,v,d,s,e,f,f,f,t,t,f,f,t,f,a,m,s,o,o,i
p,o,n,h,d,t,c,f,t,f,f,t,f,f,f,t,b,m,l,o,?,i
r,n,n,t,n,c,b,f,f,t,f,f,f,f,t,t,b,s,i,o,c,i
p,o,s,t,n,c,d,t,t,f,t,f,f,f,t,f,a,l,i,o,o,i
p,o,n,b,d,s,e,t,f,f,f,f,f,f,f,t,b,m,l,m,c,i
p,u,s,d,d,p,a,f,f,f,f,f,f,t,f,f,b,m,s,m,o,i
p,n,m,b,d,h,e,f,f,t,f,f,f,f,t,t,c,m,i,o,c,i
p,f,n,t,d,h,d,f,f,f,f,f,f,f,f,t,b,l,i,o,?,i
p,f,n,t,d,c,d,f,f,f,f,f,f,f,f,t,c,m,s,m,?,i
p,u,m,a,n,h,f,t,f,t,f,f,f,f,f,f,a,m,i,o,?,i
r,u,n,a,d,h,d,f,t,f,f,f,f,f,f,t,a,m,s,m,c,i
r,k,n,t,n,c,d,f,f,f,t,f,f,f,f,f,c,m,i,m,c,i
p,k,m,d,d,c,b,f,f,f,f,f,f,f,t,f,a,s,i,o,o,i
r,n,n,t,n,t,c,f,t,t,f,t,f,f,f,t,a,m,i,o,o,i
p,u,n,d,e,h,e,t,f,f,f,f,f,f,t,f,c,l,i,m,o,i
r,n,m,d,d,s,f,f,t,f,f,t,t,f,f,t,a,m,i,m,?,i
p,f,m,r,n,s,e,f,t,f,f,f,f,f,f,t,b,m,s,o,c,i
p,o,n,r,d,h,e,f,t,f,f,t,f,f,f,f,a,s,s,o,c,i
p,n,s,t,n,s,d,f,f,f,f,f,f,f,f,t,a,m,i,m,o,i
p,n,s,b,n,h,e,f,t,f,f,f,f,f,f,t,c,s,i,o,o,i
r,n,n,a,n,h,b,f,f,f,f,f,f,f,t,t,b,m,i,o,c,i
r,o,n,t,n,h,c,t,t,t,t,f,f,f,f,f,c,l,i,m,?,i
p,k,m,b,d,s,d,t,t,f,f,t,t,t,f,t,b,m,i,o,?,i
r,n,n,t,d,h,c,f,f,t,t,t,f,f,t,t,c,m,l,m,o,i
p,f,m,t,e,s,d,f,t,f,t,f,f,f,t,t,a,l,s,o,o,i
r,n,n,r,d,h,f,f,f,f,f,f,f,f,f,t,b,s,s,m,o,i
r,u,n,a,e,s,e,f,f,f,f,f,f,f,f,t,a,m,i,m,c,i
r,n,n,t,d,t,e,f,t,t,f,f,f,f,f,t,a,s,s,o,o,i
r,n,n,t,e,h,e,f,f,t,f,f,f,f,t,t,b,m,i,o,o,i
r,n,s,t,d,c,e,t,t,t,f,f,f,f,f,t,a,s,s,o,o,i
p,k,n,b,d,p,d,f,t,f,t,f,f,f,f,t,b,m,s,m,?,i
r,n,s,b,n,p,b,f,f,t,f,f,t,t,f,t,a,m,i,m,o,i
p,f,n,t,n,p,e,f,t,t,f,f,t,f,f,f,a,m,i,o,o,i
p,n,m,r,d,s,b,t,f,f,f,f,f,f,f,t,b,l,s,o,o,i
r,n,s,h,d,s,e,f,t,f,f,f,f,f,t,t,c,l,s,o,?,i
r,n,n,b,e,c,a,t,f,f,t,f,f,t,f,t,c,l,i,o,c,i
r,n,n,b,d,h,c,f,t,f,f,f,f,f,f,t,a,m,i,o,o,i
p,u,m,r,e,h,b,f,t,t,f,f,f,f,t,t,c,s,l,o,o,i
r,n,m,d,n,c,d,t,f,f,f,f,f,f,f,f,a,m,s,o,o,i
p,u,n,d,d,s,e,f,f,f,f,f,f,t,f,t,a,m,i,o,?,i
r,n,n,t,d,s,a,t,f,t,t,f,t,t,t,f,a,s,i,o,c,i
r,n,m,t,d,c,a,f,f,f,t,f,f,f,f,t,a,s,s,o,o,i
r,n,n,t,d,c,f,t,f,f,f,f,t,f,f,f,c,m,s,o,o,i
r,n,m,v,e,p,b,f,t,t,f,f,t,f,f,t,c,l,s,m,c,i
r,o,n,t,d,c,e,f,f,t,t,t,f,f,f,f,b,m,i,o,?,i
p,k,n,d,n,s,e,f,t,f,f,f,f,t,t,t,b,m,i,o,o,i
r,n,m,t,e,s,e,f,f,t,f,f,f,t,f,t,a,m,i,m,?,i
p,f,n,r,d,h,a,f,t,f,f,f,f,f,t,t,a,l,i,o,?,i
p,k,s,t,e,h,e,f,f,t,t,f,f,f,f,t,b,l,s,o,c,i
r,u,n,b,d,c,f,f,t,t,t,f,f,t,f,t,a,l,i,m,o,i
r,u,n,a,d,c,b,f,f,f,f,f,f,f,f,t,b,l,i,m,o,i
p,f,n,v,e,p,e,f,f,f,f,f,f,t,f,f,c,m,s,o,c,i
r,o,n,b,d,h,b,f,t,f,f,f,t,f,f,t,a,m,i,o,c,i
r,o,m,a,d,s,f,f,t,f,f,t,f,f,f,t,b,s,s,m,o,i
p,k,m,v,d,h,b,f,t,t,f,f,f,f,f,t,b,l,s,o,c,i
p,f,m,d,d,s,b,t,t,t,f,f,f,t,t,t,b,m,s,o,o,i
r,n,n,v,e,s,a,f,f,t,f,f,t,f,f,f,a,m,i,m,o,i
p,f,n,v,n,h,f,f,f,t,f,f,f,t,f,f,b,m,i,m,?,i
p,u,n,b,e,h,d,f,f,f,f,f,f,f,f,t,b,s,i,o,c,i
r,n,m,d,n,s,b,f,t,f,f,f,f,f,f,f,a,l,i,o,o,i
p,o,n,b,e,c,a,f,f,t,f,t,f,f,f,t,b,l,s,m,c,i
r,u,n,d,d,c,f,f,t,f,f,f,f,f,f,f,c,l,l,o,o,i
r,n,n,v,n,s,a,f,t,f,f,f,f,t,f,t,b,l,s,o,c,i
p,k,n,t,d,c,d,f,f,t,f,t,f,f,t,t,c,s,s,m,o,i
p,u,m,t,d,s,d,t,f,f,f,f,f,f,f,f,c,l,i,o,?,i
p,u,n,v,n,h,e,f,t,f,t,f,f,f,f,t,c,l,i,m,o,i
p,n,f,r,e,c,d,f,t,f,f,f,f,t,t,t,a,m,s,m,?,i
p,n,n,r,n,h,e,f,f,f,t,t,f,f,f,f,c,s,s,m,c,i
p,f,n,h,d,c,a,f,t,f,f,f,t,f,f,t,b,l,i,o,?,i
r,n,n,b,n,h,c,f,t,f,f,f,f,f,f,f,a,m,i,m,c,i
r,n,m,a,d,s,a,f,f,f,t,f,f,t,t,t,b,s,i,o,?,i
r,n,n,b,d,h,c,f,t,t,f,f,t,f,f,t,c,l,i,m,o,i
r,n,n,t,n,h,d,f,f,f,f,f,f,f,f,t,b,m,i,m,c,i
r,k,m,b,d,s,d,f,f,t,t,f,f,f,f,f,c,l,i,m,?,i
p,f,n,d,e,h,f,f,t,f,t,f,f,f,f,t,c,s,i,o,o,i
p,f,n,t,n,s,f,f,f,f,t,f,f,f,f,t,b,m,l,m,c,i
p,o,n,d,n,h,b,t,f,t,f,t,f,f,f,f,b,l,l,m,?,i
r,n,n,v,d,h,d,t,t,f,f,f,t,f,f,t,c,m,i,o,c,i
r,n,s,t,d,c,e,t,t,t,t,t,f,f,f,f,a,m,i,m,?,i
r,n,m,d,n,p,f,f,f,t,t,f,f,f,f,f,c,m,i,o,c,i
r,n,m,v,e,c,a,f,t,f,f,f,f,f,t,t,a,l,i,o,c,i
p,n,s,b,e,p,d,f,f,f,t,f,f,t,f,t,b,m,i,o,o,i
p,n,m,t,d,h,c,f,f,t,f,f,f,f,f,f,a,m,l,o,c,i
r,n,n,a,d,c,b,f,f,f,f,f,f,f,f,t,c,m,i,o,o,i
p,n,n,r,n,c,d,f,f,f,f,f,f,f,f,f,c,m,i,o,c,i
p,f,n,t,e,p,b,f,f,f,t,f,f,f,t,t,a,s,i,m,o,i
p,k,s,a,n,c,a,f,f,f,t,f,t,f,f,f,b,l,l,m,c,i
p,u,s,d,d,t,e,t,f,f,t,f,f,f,f,t,a,l,s,o,o,i
p,o,m,v,d,h,a,f,f,f,f,f,f,f,f,t,c,l,s,m,o,i
r,k,n,v,e,t,b,f,f,f,f,f,f,f,t,f,c,m,i,m,c,i
r,n,n,h,n,h,d,f,t,f,f,f,f,f,f,t,b,l,l,o,o,i
p,k,s,t,d,s,d,t,t,f,f,f,f,f,f,f,a,s,s,m,c,i
r,n,n,t,d,s,d,t,f,f,f,f,f,f,f,t,b,m,l,m,?,i
r,n,n,r,e,h,f,f,t,f,f,f,f,f,f,t,c,s,s,o,o,i
r,n,n,a,d,s,c,f,f,f,t,f,f,f,f,t,c,m,l,m,?,i
r,n,n,t,d,s,a,f,t,f,f,f,t,f,f,t,b,s,i,m,c,i
r,n,m,v,e,h,a,f,t,f,f,f,f,f,f,t,b,m,l,m,?,i
p,f,s,t,d,c,c,f,t,t,t,f,f,t,t,f,b,m,i,o,o,i
p,o,m,b,e,s,c,f,t,f,t,f,f,f,f,t,a,m,i,m,o,i
r,o,n,b,d,h,f,f,f,f,f,t,f,f,f,t,a,l,i,o,?,i
p,k,n,r,e,c,c,t,t,f,f,f,f,f,f,t,c,s,s,o,c,i
p,k,s,a,n,c,c,f,f,f,f,t,t,f,f,t,b,s,s,o,?,i
p,n,n,t,n,c,f,f,t,f,f,f,t,f,f,t,b,m,i,m,c,i
p,f,n,d,e,s,e,f,f,f,f,f,f,f,f,t,c,s,i,o,c,i
r,k,m,d,e,t,e,f,f,t,t,f,f,f,f,t,b,m,s,o,?,i
p,n,n,b,d,p,c,t,t,t,f,t,f,t,f,t,b,m,i,o,o,i
r,n,n,t,e,h,b,f,f,f,f,t,f,f,t,t,c,l,i,o,?,i
p,u,m,b,d,s,d,f,t,t,t,f,f,f,f,f,c,m,i,o,?,i
r,k,n,a,e,h,a,t,f,f,f,f,f,f,t,f,c,l,i,m,?,i
r,n,n,t,d,p,c,f,t,f,f,f,f,t,f,f,a,m,s,m,?,i
p,k,n,t,d,p,e,f,f,f,f,f,f,f,f,t,a,s,s,m,o,i
r,n,f,t,e,p,c,f,t,f,f,f,t,t,f,t,c,m,i,o,o,i
p,n,m,a,e,t,a,f,t,f,t,f,f,f,f,t,b,l,i,o,c,i
p,n,m,a,d,c,a,f,f,t,t,f,f,f,f,t,a,m,i,o,?,i
r,n,n,d,e,s,f,f,f,t,f,t,f,t,f,f,c,m,s,o,c,i
p,f,s,b,e,s,b,f,f,f,f,f,f,f,t,t,a,l,s,o,c,i
p,n,s,a,n,s,c,f,f,f,f,f,f,f,f,f,a,l,i,m,c,i
p,o,n,t,e,s,e,f,f,t,f,f,f,f,f,t,a,m,l,m,o,i
r,n,n,d,d,s,b,f,f,t,f,f,f,f,f,t,a,l,i,o,c,i
p,f,m,t,n,h,e,f,f,f,t,f,f,f,t,t,c,l,l,o,?,i
p,f,m,t,d,c,a,f,f,f,t,t,f,t,f,t,a,m,s,m,c,i
p,f,m,r,d,s,e,f,f,f,f,f,t,t,f,t,a,m,s,o,o,i
p,k,f,v,d,p,a,f,f,f,t,f,t,f,t,t,b,l,s,m,?,i
p,u,m,v,e,t,b,f,f,f,f,f,f,f,f,t,c,l,s,o,o,i
p,k,n,a,e,s,b,t,t,f,t,f,f,f,t,t,a,m,l,o,c,i
p,f,n,a,e,s,f,f,t,f,f,f,f,f,f,t,c,s,i,o,?,i
p,f,m,a,n,h,c,f,f,f,f,f,f,t,f,t,c,m,s,o,?,i
r,n,n,b,e,p,e,f,f,f,t,f,f,f,f,t,a,m,i,o,c,i
r,n,n,a,d,c,d,f,t,t,t,t,t,f,t,t,a,m,l,o,o,i
r,n,m,a,e,s,e,f,f,f,t,f,f,f,f,t,a,l,i,o,o,i
r,n,n,t,e,c,d,f,f,t,f,f,f,f,f,f,b,l,i,m,o,i
r,n,m,d,e,p,c,f,f,f,t,f,f,f,f,t,c,l,s,o,o,i
r,n,n,t,e,s,d,f,t,f,f,f,f,f,f,t,c,s,l,m,c,i
p,k,n,t,e,c,b,t,t,t,f,t,t,f,f,t,b,s,s,m,o,i
r,n,n,d,e,h,f,f,f,f,t,f,t,f,f,f,c,s,i,o,o,i
p,o,m,v,d,s,f,f,t,f,t,f,f,f,t,t,b,l,i,o,?,i
r,n,m,b,n,t,a,f,t,f,t,f,f,f,t,t,c,m,l,o,c,i
p,f,n,r,d,s,f,t,t,f,f,f,f,t,f,f,a,m,s,o,o,i
r,n,n,t,d,p,a,f,f,f,f,f,f,f,t,t,c,m,i,o,o,i
r,n,n,v,e,c,d,f,t,t,f,f,f,t,f,f,a,m,l,o,?,i
r,n,m,t,n,s,e,f,f,f,f,f,f,f,f,t,a,s,s,m,?,i
