year,bank,baseBank,charter,charter2,atvType,assets_b,roa,nim,efficiency,npl,funding,book,region,sFlag,tFlag
2010,Gulfstream Bank,Gulfstream,Regional Commercial,,Hybrid-channel,77.403,0.534,3.112,68.28,3.757,Core,Retail loans,Midwest,,
2010,Gulfstream Bank,Gulfstream,Regional Commercial,,Hybrid-channel,70.787,0.606,3.219,67.45,3.671,Core,C&I loans,South,,
2011,Gulfstream Bank,Gulfstream,Regional Commercial,,,72.582,0.72,3.481,63.84,0.974,Wholesale,Retail loans,South,,
2012,Gulfstream Bank,Gulfstream,Regional Commercial,,,74.071,0.585,3.259,65.24,1.14,Core,Retail loans,West,,
2013,Gulfstream Bank,Gulfstream,Regional Commercial,,Hybrid-channel,81.867,1.01,2.975,60.34,0.234,Core,Retail loans,West,,
2014,Gulfstream Bank,Gulfstream,Regional Commercial,,,90.577,1.027,2.884,61.18,0.428,Core,Retail loans,South,,
2014,Gulfstream Bank,Gulfstream,Regional Commercial,,,90.997,1.072,3.003,61.42,0.263,Core,C&I loans,South,,
2015,Gulfstream Bank,Gulfstream,Regional Commercial,,,82.601,1.033,3.037,59.85,0.772,Core,Retail loans,South,,
2016,Gulfstream Bank,Gulfstream,Regional Commercial,,Hybrid-channel,95.689,1.237,3.028,60.08,0.429,Core,Retail loans,Northeast,,
2016,Gulfstream Bank,Gulfstream,Regional Commercial,,Hybrid-channel,87.278,1.242,3.21,59.75,0.465,Core,C&I loans,Midwest,,
2017,Gulfstream Bank,Gulfstream,Regional Commercial,,,92.23,1.227,3.438,56.76,0.576,Core,Retail loans,Northeast,,
2018,Gulfstream Bank,Gulfstream,Regional Commercial,,,96.316,0.917,3.1,62.98,0.756,Core,Retail loans,Northeast,,
2018,Gulfstream Bank,Gulfstream,Regional Commercial,,,98.035,0.974,3.097,64.4,0.738,Core,C&I loans,West,,
2019,Gulfstream Bank,Gulfstream,Regional Commercial,,,106.001,1.281,3.174,58.04,0.214,Core,Retail loans,West,,
2020,Gulfstream Bank,Gulfstream,Regional Commercial,,,107.358,1.337,2.709,63.28,0.05,Wholesale,Retail loans,South,,
2020,Gulfstream Bank,Gulfstream,Regional Commercial,,,111.706,1.407,2.795,64.31,0.168,Wholesale,C&I loans,Midwest,,
2021,Gulfstream Bank,Gulfstream,Regional Commercial,,,114.3,1.259,2.46,67.59,0.781,Core,Retail loans,Northeast,,
2021,Gulfstream Bank,Gulfstream,Regional Commercial,,,108.367,1.251,2.536,65.59,0.659,Core,C&I loans,Midwest,,
2022,Gulfstream Bank,Gulfstream,Regional Commercial,,,119.152,1.092,3.029,60.12,0.115,Wholesale,Retail loans,Midwest,,
2023,Gulfstream Bank,Gulfstream,Regional Commercial,,,120.892,1.046,2.828,62.77,0.292,Core,Retail loans,Midwest,,
2024,Gulfstream Bank,Gulfstream,Regional Commercial,,,113.322,1.265,2.913,60.5,0.073,Core,Retail loans,Midwest,,
1994,Atlantic Metro,Atlantic,Credit Union,,,1.388,0.638,3.29,55.52,0.368,Wholesale,Retail loans,Midwest,,
1994,Atlantic Metro,Atlantic,Credit Union,,,1.468,0.671,3.335,56.56,0.532,Wholesale,C&I loans,West,,
1994,Atlantic Metro,Atlantic,Credit Union,,,1.432,0.88,3.358,53.58,0.505,Core,Mortgage,South,,
1995,Atlantic Metro,Atlantic,Credit Union,,,1.41,0.751,3.508,54.58,0.886,Wholesale,Retail loans,Northeast,,
1996,Atlantic Metro,Atlantic,Credit Union,,,1.528,0.992,3.354,58.89,0.445,Core,Retail loans,South,,
1997,Atlantic Metro,Atlantic,Credit Union,,,1.545,0.945,2.961,53.19,1.171,Wholesale,Retail loans,South,,
1998,Atlantic Metro,Atlantic,Credit Union,,,1.621,0.86,3.436,54.0,1.392,Wholesale,Retail loans,West,,
1998,Atlantic Metro,Atlantic,Credit Union,,,1.422,0.885,3.391,54.2,1.427,Core,C&I loans,South,,
1998,Atlantic Metro,Atlantic,Credit Union,,,1.53,0.877,3.397,53.53,1.22,Wholesale,Mortgage,Midwest,,
1999,Atlantic Metro,Atlantic,Credit Union,,,1.661,1.08,3.354,54.27,0.681,Core,Retail loans,West,,
2000,Atlantic Metro,Atlantic,Credit Union,,,1.641,0.685,3.327,57.82,0.848,Core,Retail loans,Midwest,,
2000,Atlantic Metro,Atlantic,Credit Union,,,1.582,0.67,3.306,55.24,0.949,Core,C&I loans,West,,
2000,Atlantic Metro,Atlantic,Credit Union,,,1.581,0.631,3.446,57.08,0.86,Core,Mortgage,West,,
2001,Atlantic Metro,Atlantic,Credit Union,,,1.514,0.859,3.355,54.14,0.541,Core,Retail loans,Northeast,,
2002,Atlantic Metro,Atlantic,Credit Union,,,1.746,0.804,3.731,54.01,1.27,Wholesale,Retail loans,Northeast,,
2003,Atlantic Metro,Atlantic,Credit Union,,,1.794,1.016,3.517,54.5,0.527,Core,Retail loans,West,,
2004,Atlantic Metro,Atlantic,Credit Union,,,1.818,0.987,3.476,58.04,0.482,Core,Retail loans,West,,
2004,Atlantic Metro,Atlantic,Credit Union,,,1.726,0.927,3.421,56.39,0.543,Core,C&I loans,West,,
2004,Atlantic Metro,Atlantic,Credit Union,,,1.763,1.059,3.418,57.68,0.54,Core,Mortgage,Midwest,,
2005,Atlantic Metro,Atlantic,Credit Union,,,1.83,0.966,3.585,53.51,1.202,Core,Retail loans,South,,
2006,Atlantic Metro,Atlantic,Credit Union,,,1.658,0.992,3.55,58.03,0.847,Core,Retail loans,West,,
2007,Atlantic Metro,Atlantic,Credit Union,,,1.723,0.98,3.361,53.06,1.178,Core,Retail loans,Midwest,,
2007,Atlantic Metro,Atlantic,Credit Union,,,1.937,0.954,3.332,53.33,1.094,Core,C&I loans,Northeast,,
2008,Atlantic Metro,Atlantic,Credit Union,,,1.734,0.58,3.561,57.12,2.099,Core,Retail loans,South,,
2009,Atlantic Metro,Atlantic,Credit Union,,,2.001,0.252,3.538,64.01,3.888,Core,Retail loans,Northeast,,
2009,Atlantic Metro,Atlantic,Credit Union,,,1.895,0.221,3.466,64.03,3.868,Core,C&I loans,Northeast,,
2010,Atlantic Metro,Atlantic,Credit Union,,,2.07,0.091,3.504,60.35,3.396,Core,Retail loans,Midwest,,
2010,Atlantic Metro,Atlantic,Credit Union,,,2.047,0.142,3.406,60.69,3.29,Core,C&I loans,West,,
2011,Atlantic Metro,Atlantic,Credit Union,,,2.014,0.701,3.359,55.24,0.754,Core,Retail loans,Midwest,,
2012,Atlantic Metro,Atlantic,Credit Union,,,1.92,1.084,3.557,57.6,1.29,Core,Retail loans,West,,
2012,Atlantic Metro,Atlantic,Credit Union,,,2.068,1.032,3.532,59.79,1.139,Core,C&I loans,South,,
2013,Atlantic Metro,Atlantic,Credit Union,,Hybrid-channel,1.999,1.038,3.353,56.62,0.918,Core,Retail loans,South,,
2014,Atlantic Metro,Atlantic,Credit Union,,,2.19,0.717,3.436,53.33,0.719,Wholesale,Retail loans,Midwest,,
2015,Atlantic Metro,Atlantic,Credit Union,,,2.095,0.899,3.447,58.15,1.195,Core,Retail loans,Midwest,,
2015,Atlantic Metro,Atlantic,Credit Union,,,1.964,1.011,3.336,56.55,1.13,Core,C&I loans,Midwest,,
2015,Atlantic Metro,Atlantic,Credit Union,,,2.215,0.977,3.414,57.41,1.202,Core,Mortgage,West,,
2016,Atlantic Metro,Atlantic,Credit Union,,,2.124,1.126,3.241,54.34,0.669,Core,Retail loans,Midwest,,
2016,Atlantic Metro,Atlantic,Credit Union,,,2.033,1.037,3.231,53.36,0.699,Core,C&I loans,Midwest,,
2017,Atlantic Metro,Atlantic,Credit Union,,Hybrid-channel,2.164,1.065,3.2,57.19,0.781,Core,Retail loans,Northeast,,
2018,Atlantic Metro,Atlantic,Credit Union,,,2.216,0.932,3.268,55.29,0.161,Core,Retail loans,South,,
2018,Atlantic Metro,Atlantic,Credit Union,,,2.246,0.874,3.331,53.83,0.141,Core,C&I loans,West,,
2019,Atlantic Metro,Atlantic,Credit Union,,,2.249,0.858,3.189,56.97,0.829,Core,Retail loans,West,,
2019,Atlantic Metro,Atlantic,Credit Union,,,2.186,0.833,3.119,56.96,1.006,Core,C&I loans,Midwest,,
2020,Atlantic Metro,Atlantic,Credit Union,,,2.362,1.021,3.257,54.84,0.217,Core,Retail loans,South,,
2021,Atlantic Metro,Atlantic,Credit Union,,,2.586,0.763,2.959,61.53,0.424,Core,Retail loans,South,,
2021,Atlantic Metro,Atlantic,Credit Union,,,2.33,0.819,2.998,60.16,0.322,Core,C&I loans,Midwest,,
2022,Atlantic Metro,Atlantic,Credit Union,,Hybrid-channel,2.387,0.939,3.083,61.35,0.117,Core,Retail loans,West,,
2022,Atlantic Metro,Atlantic,Credit Union,,Hybrid-channel,2.355,0.911,3.047,60.99,0.25,Core,C&I loans,Midwest,,
2023,Atlantic Metro,Atlantic,Credit Union,,,2.405,0.981,3.391,53.73,0.208,Wholesale,Retail loans,Northeast,,
2024,Atlantic Metro,Atlantic,Credit Union,,,2.518,1.041,3.156,52.8,0.177,Wholesale,Retail loans,South,,
2024,Atlantic Metro,Atlantic,Credit Union,,,2.476,1.08,3.146,53.86,0.05,Core,C&I loans,Midwest,,
2024,Atlantic Metro,Atlantic,Credit Union,,,2.534,1.197,3.2,53.0,0.067,Core,Mortgage,Northeast,,
1998,Sunbelt Heritage,Sunbelt,Credit Union,,,1.783,0.889,3.321,55.29,0.981,Core,Retail loans,Midwest,,
1999,Sunbelt Heritage,Sunbelt,Credit Union,,,1.874,0.91,3.091,52.38,0.471,Core,Retail loans,Northeast,,
2000,Sunbelt Heritage,Sunbelt,Credit Union,,,1.895,0.876,3.513,53.43,1.096,Core,Retail loans,South,,
2001,Sunbelt Heritage,Sunbelt,Credit Union,,,2.014,0.851,3.532,53.67,0.606,Wholesale,Retail loans,Northeast,,
2002,Sunbelt Heritage,Sunbelt,Credit Union,,,1.834,0.998,3.548,60.86,0.769,Core,Retail loans,West,,
2002,Sunbelt Heritage,Sunbelt,Credit Union,,,1.997,1.023,3.46,59.07,0.529,Core,C&I loans,Northeast,,
2003,Sunbelt Heritage,Sunbelt,Credit Union,,,2.052,1.041,3.277,53.45,0.907,Wholesale,Retail loans,Midwest,,
2004,Sunbelt Heritage,Sunbelt,Credit Union,,,2.173,0.948,3.171,56.18,0.896,Core,Retail loans,South,,
2005,Sunbelt Heritage,Sunbelt,Credit Union,,,2.027,0.723,3.257,59.68,0.916,Core,Retail loans,West,,
2006,Sunbelt Heritage,Sunbelt,Credit Union,,,2.053,0.908,3.608,53.38,0.652,Core,Retail loans,West,,
2007,Sunbelt Heritage,Sunbelt,Credit Union,,,2.209,1.224,3.157,54.29,0.539,Core,Retail loans,Northeast,,
2008,Sunbelt Heritage,Sunbelt,Credit Union,,,2.228,0.564,3.202,56.79,2.357,Core,Retail loans,Northeast,,
2008,Sunbelt Heritage,Sunbelt,Credit Union,,,2.353,0.59,3.219,58.51,2.352,Core,C&I loans,Midwest,,
2009,Sunbelt Heritage,Sunbelt,Credit Union,,,2.215,0.929,3.489,52.43,3.206,Core,Retail loans,South,,
2009,Sunbelt Heritage,Sunbelt,Credit Union,,,2.153,0.855,3.458,52.96,2.977,Core,C&I loans,South,,
2010,Sunbelt Heritage,Sunbelt,Credit Union,,,2.219,0.551,3.542,61.65,3.642,Core,Retail loans,Midwest,,
2011,Sunbelt Heritage,Sunbelt,Credit Union,,,2.423,0.943,3.786,58.65,0.732,Core,Retail loans,Northeast,,
2011,Sunbelt Heritage,Sunbelt,Credit Union,,,2.201,0.902,3.726,58.8,0.735,Core,C&I loans,South,,
2012,Sunbelt Heritage,Sunbelt,Credit Union,,,2.485,0.976,3.259,58.92,1.257,Core,Retail loans,Northeast,,
2013,Sunbelt Heritage,Sunbelt,Credit Union,,,2.506,1.197,3.329,54.68,1.084,Core,Retail loans,South,,
2013,Sunbelt Heritage,Sunbelt,Credit Union,,,2.595,1.207,3.417,54.17,0.86,Core,C&I loans,Northeast,,
2014,Sunbelt Heritage,Sunbelt,Credit Union,,,2.457,0.928,3.168,56.88,0.474,Wholesale,Retail loans,Midwest,,
2015,Sunbelt Heritage,Sunbelt,Credit Union,,,2.35,0.708,3.461,55.15,0.733,Core,Retail loans,West,,
2015,Sunbelt Heritage,Sunbelt,Credit Union,,,2.609,0.68,3.41,57.02,0.796,Core,C&I loans,South,,
2016,Sunbelt Heritage,Sunbelt,Credit Union,,Hybrid-channel,2.515,0.609,3.318,58.47,0.71,Core,Retail loans,West,,
2016,Sunbelt Heritage,Sunbelt,Credit Union,,Hybrid-channel,2.683,0.553,3.402,59.18,0.796,Core,C&I loans,Northeast,,
2017,Sunbelt Heritage,Sunbelt,Credit Union,,,2.682,0.75,3.376,55.91,0.495,Wholesale,Retail loans,Northeast,,
2018,Sunbelt Heritage,Sunbelt,Credit Union,,,2.628,0.987,3.414,55.99,0.315,Core,Retail loans,Northeast,,
2018,Sunbelt Heritage,Sunbelt,Credit Union,,,2.76,0.953,3.444,54.25,0.287,Core,C&I loans,Northeast,,
2019,Sunbelt Heritage,Sunbelt,Credit Union,,Hybrid-channel,2.882,1.087,3.326,55.0,0.477,Core,Retail loans,South,,
2019,Sunbelt Heritage,Sunbelt,Credit Union,,Hybrid-channel,2.747,1.093,3.2,54.76,0.357,Core,C&I loans,Northeast,,
2020,Sunbelt Heritage,Sunbelt,Credit Union,,,2.875,0.739,2.881,55.41,0.219,Core,Retail loans,Northeast,,
2021,Sunbelt Heritage,Sunbelt,Credit Union,,,2.851,1.078,3.121,57.52,0.404,Core,Retail loans,Midwest,,
2021,Sunbelt Heritage,Sunbelt,Credit Union,,,2.854,1.083,3.174,58.75,0.369,Core,C&I loans,West,,
2021,Sunbelt Heritage,Sunbelt,Credit Union,,,3.002,1.013,3.221,56.97,0.323,Core,Mortgage,Midwest,,
2022,Sunbelt Heritage,Sunbelt,Credit Union,,,2.781,0.79,3.023,56.62,0.44,Core,Retail loans,Midwest,,
2023,Sunbelt Heritage,Sunbelt,Credit Union,,,2.782,0.921,3.164,55.7,0.181,Core,Retail loans,Northeast,,
2024,Sunbelt Heritage,Sunbelt,Credit Union,,,2.795,0.622,3.071,61.35,0.341,Wholesale,Retail loans,Northeast,,
1994,Great Lakes Union,Great,Credit Union,,,6.835,1.039,3.566,55.42,0.841,Wholesale,Retail loans,Northeast,,
1994,Great Lakes Union,Great,Credit Union,,,7.775,1.09,3.604,53.52,1.037,Wholesale,C&I loans,South,,
1995,Great Lakes Union,Great,Credit Union,,,7.979,0.691,3.352,62.65,0.44,Core,Retail loans,Northeast,,
1996,Great Lakes Union,Great,Credit Union,,,7.951,1.022,3.138,57.6,0.979,Core,Retail loans,Northeast,,
1996,Great Lakes Union,Great,Credit Union,,,7.626,1.024,3.034,56.96,0.837,Core,C&I loans,Northeast,,
1997,Great Lakes Union,Great,Credit Union,,,7.911,0.871,3.279,61.85,0.841,Wholesale,Retail loans,Midwest,,
1997,Great Lakes Union,Great,Credit Union,,,7.317,0.817,3.224,62.25,0.841,Core,C&I loans,South,,
1998,Great Lakes Union,Great,Credit Union,,,8.413,1.045,3.328,57.95,0.453,Wholesale,Retail loans,South,,
1998,Great Lakes Union,Great,Credit Union,,,8.203,0.859,3.304,55.24,0.331,Wholesale,C&I loans,South,,
1998,Great Lakes Union,Great,Credit Union,,,8.11,0.945,3.395,57.94,0.491,Core,Mortgage,Midwest,,
1999,Great Lakes Union,Great,Credit Union,,,7.461,0.978,3.434,57.91,0.858,Wholesale,Retail loans,Northeast,,
2000,Great Lakes Union,Great,Credit Union,,,8.404,1.248,3.211,53.81,1.015,Core,Retail loans,Midwest,,
2001,Great Lakes Union,Great,Credit Union,,,8.044,0.986,3.211,60.22,0.833,Core,Retail loans,Northeast,,
2001,Great Lakes Union,Great,Credit Union,,,7.949,0.91,3.207,62.51,0.826,Core,C&I loans,Northeast,,
2002,Great Lakes Union,Great,Credit Union,,,9.042,0.939,3.28,55.86,1.095,Wholesale,Retail loans,West,,
2002,Great Lakes Union,Great,Credit Union,,,8.631,0.893,3.175,56.42,1.144,Core,C&I loans,West,,
2003,Great Lakes Union,Great,Credit Union,,,8.134,0.957,3.363,55.07,0.3,Wholesale,Retail loans,West,,
2004,Great Lakes Union,Great,Credit Union,,,9.083,0.607,3.348,61.45,0.577,Core,Retail loans,Midwest,,
2004,Great Lakes Union,Great,Credit Union,,,8.341,0.6,3.406,60.51,0.52,Core,C&I loans,Midwest,,
2005,Great Lakes Union,Great,Credit Union,,,8.447,0.818,3.281,59.22,0.992,Core,Retail loans,West,,
2006,Great Lakes Union,Great,Credit Union,,,8.56,0.64,3.289,57.64,0.611,Wholesale,Retail loans,Northeast,,
2007,Great Lakes Union,Great,Credit Union,,,9.608,0.974,2.922,58.01,0.789,Core,Retail loans,West,,
2008,Great Lakes Union,Great,Credit Union,,,9.824,0.581,3.196,60.28,1.585,Wholesale,Retail loans,Midwest,,
2009,Great Lakes Union,Great,Credit Union,,,10.274,0.985,3.387,55.14,4.047,Core,Retail loans,South,,
2009,Great Lakes Union,Great,Credit Union,,,10.008,0.986,3.318,57.35,3.929,Core,C&I loans,West,,
2010,Great Lakes Union,Great,Credit Union,,,10.491,0.434,3.446,59.83,3.394,Core,Retail loans,West,,
2011,Great Lakes Union,Great,Credit Union,,,9.885,0.584,3.343,61.07,0.91,Core,Retail loans,Midwest,,
2012,Great Lakes Union,Great,Credit Union,,,10.341,1.041,3.215,57.46,0.998,Core,Retail loans,Midwest,,
2013,Great Lakes Union,Great,Credit Union,,,11.132,1.035,3.336,61.28,1.159,Core,Retail loans,Northeast,,
2013,Great Lakes Union,Great,Credit Union,,,10.454,1.083,3.481,60.33,1.032,Core,C&I loans,Northeast,,
2014,Great Lakes Union,Great,Credit Union,,,10.018,1.203,2.95,58.65,0.697,Wholesale,Retail loans,Midwest,,
2014,Great Lakes Union,Great,Credit Union,,,10.26,1.036,3.094,58.05,0.576,Core,C&I loans,Midwest,,
2015,Great Lakes Union,Great,Credit Union,,,10.328,0.716,3.193,58.76,0.458,Core,Retail loans,Northeast,,
2015,Great Lakes Union,Great,Credit Union,,,11.33,0.787,3.136,59.72,0.459,Core,C&I loans,South,,
2016,Great Lakes Union,Great,Credit Union,,,11.716,1.294,3.421,57.51,0.381,Core,Retail loans,West,,
2017,Great Lakes Union,Great,Credit Union,,,11.74,1.067,3.223,58.95,0.877,Wholesale,Retail loans,Midwest,,
2017,Great Lakes Union,Great,Credit Union,,,11.03,1.143,3.336,59.4,0.892,Core,C&I loans,West,,
2017,Great Lakes Union,Great,Credit Union,,,11.944,1.11,3.32,59.57,0.83,Core,Mortgage,Northeast,,
2018,Great Lakes Union,Great,Credit Union,,,12.363,0.942,3.283,55.08,0.971,Core,Retail loans,South,,
2019,Great Lakes Union,Great,Credit Union,,,11.199,1.108,3.036,58.79,0.74,Core,Retail loans,Northeast,,
2020,Great Lakes Union,Great,Credit Union,,,13.018,1.085,2.907,58.88,0.23,Wholesale,Retail loans,South,,
2021,Great Lakes Union,Great,Credit Union,,,12.065,0.776,3.077,61.52,0.097,Core,Retail loans,Midwest,,
2022,Great Lakes Union,Great,Credit Union,,,12.978,0.712,2.914,65.52,0.546,Core,Retail loans,Midwest,,
2022,Great Lakes Union,Great,Credit Union,,,13.303,0.723,2.921,64.94,0.197,Core,C&I loans,Northeast,,
2023,Great Lakes Union,Great,Credit Union,,,11.848,0.572,2.774,61.02,0.457,Core,Retail loans,South,,
2024,Great Lakes Union,Great,Credit Union,,,13.295,0.913,2.906,58.36,0.604,Wholesale,Retail loans,West,,
2024,Great Lakes Union,Great,Credit Union,,,12.463,0.93,2.856,59.47,0.508,Core,C&I loans,Northeast,,
1994,Frontier CU,Frontier,Credit Union,,,3.688,0.864,3.321,52.06,1.284,Core,Retail loans,Midwest,,
1995,Frontier CU,Frontier,Credit Union,,,4.226,0.775,3.371,59.65,0.801,Wholesale,Retail loans,South,,
1995,Frontier CU,Frontier,Credit Union,,,4.076,0.859,3.356,59.12,0.688,Wholesale,C&I loans,Northeast,,
1995,Frontier CU,Frontier,Credit Union,,,3.953,0.844,3.274,57.75,0.86,Core,Mortgage,South,,
1996,Frontier CU,Frontier,Credit Union,,,3.889,0.722,3.236,62.65,1.052,Wholesale,Retail loans,Northeast,,
1997,Frontier CU,Frontier,Credit Union,,,4.169,0.788,3.125,58.13,0.852,Core,Retail loans,Midwest,,
1997,Frontier CU,Frontier,Credit Union,,,3.859,0.848,3.253,60.02,0.909,Core,C&I loans,West,,
1998,Frontier CU,Frontier,Credit Union,,,4.552,1.02,2.937,55.46,0.817,Wholesale,Retail loans,Northeast,,
1998,Frontier CU,Frontier,Credit Union,,,4.505,0.94,3.018,54.72,0.521,Wholesale,C&I loans,Northeast,,
1998,Frontier CU,Frontier,Credit Union,,,4.362,0.91,3.149,56.41,0.605,Wholesale,Mortgage,Midwest,,
1999,Frontier CU,Frontier,Credit Union,,,4.187,0.79,3.509,59.49,0.306,Wholesale,Retail loans,West,,
1999,Frontier CU,Frontier,Credit Union,,,4.291,0.789,3.442,59.69,0.53,Wholesale,C&I loans,Midwest,,
2000,Frontier CU,Frontier,Credit Union,,,4.499,0.956,3.406,56.73,0.908,Core,Retail loans,Midwest,,
2000,Frontier CU,Frontier,Credit Union,,,4.536,0.856,3.477,54.79,0.85,Core,C&I loans,South,,
2001,Frontier CU,Frontier,Credit Union,,,4.84,1.026,3.349,61.31,0.747,Core,Retail loans,West,,
2002,Frontier CU,Frontier,Credit Union,,,4.334,0.87,3.35,56.59,0.093,Wholesale,Retail loans,West,,
2003,Frontier CU,Frontier,Credit Union,,,4.731,0.839,3.434,54.77,0.516,Wholesale,Retail loans,Midwest,,
2004,Frontier CU,Frontier,Credit Union,,,5.129,0.946,3.576,52.42,0.437,Wholesale,Retail loans,South,,
2004,Frontier CU,Frontier,Credit Union,,,4.448,1.031,3.583,54.04,0.411,Core,C&I loans,Midwest,,
2005,Frontier CU,Frontier,Credit Union,,,4.998,1.086,3.365,54.61,0.347,Core,Retail loans,West,,
2005,Frontier CU,Frontier,Credit Union,,,4.719,1.051,3.457,53.52,0.338,Core,C&I loans,Midwest,,
2006,Frontier CU,Frontier,Credit Union,,,5.109,0.994,3.419,55.58,0.905,Core,Retail loans,West,,
2007,Frontier CU,Frontier,Credit Union,,,4.818,1.016,3.101,54.62,0.897,Wholesale,Retail loans,Midwest,,
2007,Frontier CU,Frontier,Credit Union,,,5.286,0.951,3.006,52.0,0.788,Core,C&I loans,Midwest,,
2008,Frontier CU,Frontier,Credit Union,,,5.228,0.421,3.576,64.46,1.626,Core,Retail loans,West,,
2009,Frontier CU,Frontier,Credit Union,,,5.336,0.731,3.352,56.13,3.514,Core,Retail loans,West,,
2009,Frontier CU,Frontier,Credit Union,,,5.526,0.697,3.256,56.71,3.518,Core,C&I loans,West,,
2010,Frontier CU,Frontier,Credit Union,,,5.691,-0.032,3.463,62.55,4.168,Core,Retail loans,West,,
2010,Frontier CU,Frontier,Credit Union,,,5.131,0.076,3.464,62.16,4.105,Core,C&I loans,Midwest,,
2011,Frontier CU,Frontier,Credit Union,,,5.296,0.691,3.033,62.93,0.696,Wholesale,Retail loans,West,,
2012,Frontier CU,Frontier,Credit Union,,Hybrid-channel,5.973,0.348,3.262,60.63,1.044,Core,Retail loans,South,,
2012,Frontier CU,Frontier,Credit Union,,Hybrid-channel,5.583,0.289,3.321,60.3,1.077,Core,C&I loans,Northeast,,
2012,Frontier CU,Frontier,Credit Union,,Hybrid-channel,5.78,0.265,3.156,60.94,0.966,Core,Mortgage,Northeast,,
2013,Frontier CU,Frontier,Credit Union,,,5.399,0.865,3.098,60.45,1.396,Core,Retail loans,Northeast,,
2013,Frontier CU,Frontier,Credit Union,,,5.878,0.85,3.023,55.32,1.241,Core,C&I loans,Midwest,,
2014,Frontier CU,Frontier,Credit Union,,,5.981,0.731,3.125,59.96,0.74,Core,Retail loans,Northeast,,
2014,Frontier CU,Frontier,Credit Union,,,6.179,0.887,3.155,58.15,0.865,Core,C&I loans,Midwest,,
2015,Frontier CU,Frontier,Credit Union,,,6.15,0.801,3.174,60.93,0.772,Core,Retail loans,Northeast,,
2016,Frontier CU,Frontier,Credit Union,,Hybrid-channel,5.979,1.008,3.277,54.5,0.371,Core,Retail loans,Midwest,,
2017,Frontier CU,Frontier,Credit Union,,Hybrid-channel,6.297,1.102,3.203,56.43,0.745,Core,Retail loans,West,,
2018,Frontier CU,Frontier,Credit Union,,,5.919,1.043,3.0,56.02,0.299,Wholesale,Retail loans,Midwest,,
2019,Frontier CU,Frontier,Credit Union,,,6.237,0.985,3.379,57.53,0.212,Core,Retail loans,South,,
